World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank,In Arena,PVP Premium,PVP Free,Insurance 50%,Insurance 80%,Insurance 100%,Date,Exp Points,Exp to Up,% to Up
15,3460,405729306,Thestarz,150,wizard,333,Rip W10, ,No rank,No rank,No rank,51,No rank,878458572,1,8.114.586,20.286.465,40.572.931,20.286.465,8.114.586,0,2024-01-19,405.729.306,10727194,95.3
32,3461,405595889,Shakugan,150,warrior,256,48 Fans,5,No rank,No rank,No rank,No rank,58,8020507,46,8.111.918,20.279.794,40.559.589,20.279.794,8.111.918,0,2024-01-19,405.595.889,10860611,96.5
07,3462,403556825,Isekaijin,149,wizard,311,Th3 Army, ,No rank,No rank,99,40,No rank,7985724,41,8.071.136,20.177.841,40.355.682,20.177.841,8.071.136,0,2024-01-19,403.556.825,1870685,17.0
36,3463,403173136,Penakio,149,wizard,253,Rudeboyz, ,No rank,96,No rank,60,No rank,12366203,15,8.063.463,20.158.657,40.317.314,20.158.657,8.063.463,0,2024-01-19,403.173.136,2254374,20.4
07,3464,403082246,Queenyzar,149,wizard,292,Xorax, ,No rank,No rank,No rank,54,No rank,0,0,8.061.645,20.154.112,40.308.225,20.154.112,8.061.645,0,2024-01-19,403.082.246,2345264,21.3
07,3465,402964943,Kimetsu,149,wizard,314, , ,No rank,No rank,91,34,No rank,0,0,8.059.299,20.148.247,40.296.494,20.148.247,8.059.299,0,2024-01-19,402.964.943,2462567,22.3
36,3466,402793421,Thoby,149,wizard,184,Imperio,10,No rank,97,No rank,No rank,40,2272218,34,8.055.868,20.139.671,40.279.342,20.139.671,8.055.868,0,2024-01-19,402.793.421,2634089,23.9
34,3467,402389827,Profesor,149,wizard,118, , ,No rank,90,No rank,No rank,No rank,0,0,8.047.797,20.119.491,40.238.983,20.119.491,8.047.797,0,2024-01-19,402.389.827,3037683,27.5
35,3468,402255801,Mixvik,149,wizard,211,New Bie,15,No rank,No rank,No rank,94,12,4437580,15,8.045.116,20.112.790,40.225.580,20.112.790,8.045.116,0,2024-01-19,402.255.801,3171709,28.8
32,3469,402146185,Rexsa,149,warrior,206,Militaryw8,5,No rank,No rank,No rank,No rank,54,115005099,6,8.042.924,20.107.309,40.214.618,20.107.309,8.042.924,0,2024-01-19,402.146.185,3281325,29.8
09,3470,402090032,Zexus,149,warrior,166,Tajudien,15,No rank,No rank,No rank,No rank,20,3531562,61,8.041.801,20.104.502,40.209.003,20.104.502,8.041.801,0,2024-01-19,402.090.032,3337478,30.3
38,3471,401878340,Fena,149,warrior,202,Team Work, ,25,20,24,22,No rank,7055650,6,8.037.567,20.093.917,40.187.834,20.093.917,8.037.567,0,2024-01-19,401.878.340,3549170,32.2
01,3472,401445344,Mhexs,149,wizard,299,B J M, ,No rank,No rank,No rank,87,No rank,334771207,2,8.028.907,20.072.267,40.144.534,20.072.267,8.028.907,0,2024-01-19,401.445.344,3982166,36.1
32,3473,401241261,Lilyacen,149,wizard,304,Javanesse, ,No rank,No rank,No rank,92,No rank,316044660,3,8.024.825,20.062.063,40.124.126,20.062.063,8.024.825,0,2024-01-19,401.241.261,4186249,38.0
15,3474,400602424,Mashiro,149,wizard,317,Myoboku, ,No rank,No rank,No rank,76,No rank,0,0,8.012.048,20.030.121,40.060.242,20.030.121,8.012.048,0,2024-01-19,400.602.424,4825086,43.7
02,3475,400515235,Taikobigta,149,wizard,148,Avatar War,5,No rank,No rank,No rank,No rank,61,566030220,2,8.010.305,20.025.762,40.051.524,20.025.762,8.010.305,0,2024-01-19,400.515.235,4912275,44.5
36,3476,400511835,Anonim,149,warrior,232,Rudeboyz,5,No rank,No rank,No rank,No rank,55,12366203,15,8.010.237,20.025.592,40.051.184,20.025.592,8.010.237,0,2024-01-19,400.511.835,4915675,44.6
02,3477,400261233,Emopunkz,149,wizard,368,Dharma, ,No rank,No rank,50,18,No rank,69337620,8,8.005.225,20.013.062,40.026.123,20.013.062,8.005.225,0,2024-01-19,400.261.233,5166277,46.8
02,3478,400118813,Cointreau,149,wizard,300,Monstrosbr, ,No rank,No rank,No rank,69,No rank,1665933,63,8.002.376,20.005.941,40.011.881,20.005.941,8.002.376,0,2024-01-19,400.118.813,5308697,48.1
36,3479,399702353,Mrgendut,149,wizard,162,Double X, ,No rank,98,No rank,No rank,No rank,49928416,3,7.994.047,19.985.118,39.970.235,19.985.118,7.994.047,0,2024-01-19,399.702.353,5725157,51.9
38,3480,399475183,Atreus,149,warrior,202,E V I L, ,26,21,23,21,No rank,68923,60,7.989.504,19.973.759,39.947.518,19.973.759,7.989.504,0,2024-01-19,399.475.183,5952327,54.0
09,3481,398802307,Kapy,149,warrior,314,M V P, ,No rank,No rank,No rank,71,No rank,13915659,35,7.976.046,19.940.115,39.880.231,19.940.115,7.976.046,0,2024-01-19,398.802.307,6625203,60.1
35,3482,398693362,Au,149,wizard,216, , ,No rank,No rank,No rank,88,No rank,0,0,7.973.867,19.934.668,39.869.336,19.934.668,7.973.867,0,2024-01-19,398.693.362,6734148,61.1
01,3483,398319483,Thecrazy,149,wizard,371,Wikingowie, ,No rank,No rank,64,25,No rank,0,0,7.966.390,19.915.974,39.831.948,19.915.974,7.966.390,0,2024-01-19,398.319.483,7108027,64.4
11,3484,397649340,Dooma,149,wizard,315, , ,No rank,No rank,No rank,89,No rank,0,0,7.952.987,19.882.467,39.764.934,19.882.467,7.952.987,0,2024-01-19,397.649.340,7778170,70.5
32,3485,396534488,Mannz,149,warrior,161,Haoxiangni,15,No rank,No rank,No rank,No rank,19,134602058,5,7.930.690,19.826.724,39.653.449,19.826.724,7.930.690,0,2024-01-19,396.534.488,8893022,80.6
32,3486,396104208,Oly,149,warrior,339,Haoxiangni, ,No rank,No rank,No rank,72,No rank,134602058,5,7.922.084,19.805.210,39.610.421,19.805.210,7.922.084,0,2024-01-19,396.104.208,9323302,84.5
23,3487,395839189,Astros,149,wizard,175,Toxic Pro,5,No rank,No rank,No rank,No rank,68,3765027,53,7.916.784,19.791.959,39.583.919,19.791.959,7.916.784,0,2024-01-19,395.839.189,9588321,86.9
34,3488,394679982,Egypta,149,wizard,174, , ,No rank,91,No rank,No rank,No rank,0,0,7.893.600,19.733.999,39.467.998,19.733.999,7.893.600,0,2024-01-19,394.679.982,10747528,97.4
15,3489,394388623,Aldhy,148,wizard,399,Hakka, ,No rank,No rank,40,17,No rank,464833013,2,7.887.772,19.719.431,39.438.862,19.719.431,7.887.772,0,2024-01-19,394.388.623,230437,2.1
36,3490,393173406,Damnatio,148,wizard,215,Imperio, ,No rank,99,No rank,80,No rank,2272218,34,7.863.468,19.658.670,39.317.341,19.658.670,7.863.468,0,2024-01-19,393.173.406,1445654,13.4
36,3491,392963479,Cybermedic,148,wizard,267,V I P, ,No rank,100,No rank,55,No rank,1015926,47,7.859.270,19.648.174,39.296.348,19.648.174,7.859.270,0,2024-01-19,392.963.479,1655581,15.3
35,3492,392402830,Ghina,148,wizard,294,New Star, ,No rank,No rank,79,39,No rank,544357335,1,7.848.057,19.620.142,39.240.283,19.620.142,7.848.057,0,2024-01-19,392.402.830,2216230,20.5
02,3493,392252647,Audia,148,wizard,314, , ,No rank,No rank,No rank,54,No rank,0,0,7.845.053,19.612.632,39.225.265,19.612.632,7.845.053,0,2024-01-19,392.252.647,2366413,21.9
37,3494,392202353,Skullwiz,148,wizard,220, , ,No rank,No rank,No rank,98,No rank,0,0,7.844.047,19.610.118,39.220.235,19.610.118,7.844.047,0,2024-01-19,392.202.353,2416707,22.4
23,3495,392068527,Falsmania,148,wizard,374,Enjoy, ,No rank,No rank,44,14,No rank,194635315,3,7.841.371,19.603.426,39.206.853,19.603.426,7.841.371,0,2024-01-19,392.068.527,2550533,23.6
38,3496,391594830,Breatz,148,warrior,194,Spears, ,27,22,33,30,No rank,19649346,1,7.831.897,19.579.742,39.159.483,19.579.742,7.831.897,0,2024-01-19,391.594.830,3024230,28.0
23,3497,390905559,Michiyuki,148,wizard,311, , ,No rank,No rank,No rank,62,No rank,0,0,7.818.111,19.545.278,39.090.556,19.545.278,7.818.111,0,2024-01-19,390.905.559,3713501,34.4
01,3498,390519153,Poppies,148,warrior,398,World 1, ,No rank,No rank,38,20,No rank,16031423,45,7.810.383,19.525.958,39.051.915,19.525.958,7.810.383,0,2024-01-19,390.519.153,4099907,37.9
32,3499,389996630,Teaaaa,148,warrior,331, , ,No rank,No rank,No rank,85,No rank,0,0,7.799.933,19.499.832,38.999.663,19.499.832,7.799.933,0,2024-01-19,389.996.630,4622430,42.8
37,3500,389853971,Kakekguru,148,wizard,247,Beast Mode,10,No rank,No rank,No rank,79,25,193647090,1,7.797.079,19.492.699,38.985.397,19.492.699,7.797.079,0,2024-01-19,389.853.971,4765089,44.1
37,3501,388142553,Jayzee,148,wizard,266,Godplayer, ,No rank,No rank,No rank,63,No rank,2070773,33,7.762.851,19.407.128,38.814.255,19.407.128,7.762.851,0,2024-01-19,388.142.553,6476507,59.9
33,3502,387820564,Djkuat,148,wizard,207,L A N L A,10,No rank,No rank,No rank,No rank,31,113475823,3,7.756.411,19.391.028,38.782.056,19.391.028,7.756.411,0,2024-01-19,387.820.564,6798496,62.9
07,3503,386128875,Nemeziz,148,warrior,234,Next Gen,1,No rank,No rank,No rank,No rank,97,0,0,7.722.578,19.306.444,38.612.888,19.306.444,7.722.578,0,2024-01-19,386.128.875,8490185,78.6
37,3504,385614141,Tunahan,148,wizard,299,Unexpected, ,No rank,No rank,No rank,43,No rank,12392779,10,7.712.283,19.280.707,38.561.414,19.280.707,7.712.283,0,2024-01-19,385.614.141,9004919,83.3
33,3505,385576767,Hipster,148,wizard,273,Admiral, ,No rank,No rank,No rank,69,No rank,2257050,50,7.711.535,19.278.838,38.557.677,19.278.838,7.711.535,0,2024-01-19,385.576.767,9042293,83.7
01,3506,384351117,Evelyns,148,wizard,298,Sri Gala, ,No rank,No rank,No rank,88,No rank,102755498,9,7.687.022,19.217.556,38.435.112,19.217.556,7.687.022,0,2024-01-19,384.351.117,10267943,95.0
38,3507,383777934,Mrjoker,147,warrior,171,Spears, ,28,23,57,49,No rank,19649346,1,7.675.559,19.188.897,38.377.793,19.188.897,7.675.559,0,2024-01-19,383.777.934,250256,2.4
35,3508,382617673,Emily,147,wizard,295,New Bie, ,No rank,No rank,77,38,No rank,4437580,15,7.652.353,19.130.884,38.261.767,19.130.884,7.652.353,0,2024-01-19,382.617.673,1410517,13.3
37,3509,382509858,Rendezvous,147,warrior,276,H Y D R A, ,No rank,No rank,No rank,88,No rank,81994266,3,7.650.197,19.125.493,38.250.986,19.125.493,7.650.197,0,2024-01-19,382.509.858,1518332,14.3
34,3510,382294985,Lucky,147,wizard,199, , ,No rank,92,No rank,80,No rank,0,0,7.645.900,19.114.749,38.229.498,19.114.749,7.645.900,0,2024-01-19,382.294.985,1733205,16.4
38,3511,381437466,Bklng,147,warrior,158,Spears, ,29,24,75,60,No rank,19649346,1,7.628.749,19.071.873,38.143.747,19.071.873,7.628.749,0,2024-01-19,381.437.466,2590724,24.5
07,3512,378981830,Xena,147,wizard,355,Liga Cieni, ,No rank,No rank,35,14,No rank,18557642,25,7.579.637,18.949.092,37.898.183,18.949.092,7.579.637,0,2024-01-19,378.981.830,5046360,47.6
15,3513,378495010,Penakluk,147,warrior,371,B N G, ,No rank,No rank,68,38,No rank,0,0,7.569.900,18.924.750,37.849.501,18.924.750,7.569.900,0,2024-01-19,378.495.010,5533180,52.2
01,3514,378335160,Mariel,147,warrior,182,Full Hate,5,No rank,No rank,No rank,No rank,60,0,0,7.566.703,18.916.758,37.833.516,18.916.758,7.566.703,0,2024-01-19,378.335.160,5693030,53.8
32,3515,378244321,Rivalinho,147,warrior,270, ,5,No rank,No rank,No rank,No rank,49,0,0,7.564.886,18.912.216,37.824.432,18.912.216,7.564.886,0,2024-01-19,378.244.321,5783869,54.6
07,3516,378064102,Adventure,147,warrior,365, , ,No rank,No rank,26,18,No rank,0,0,7.561.282,18.903.205,37.806.410,18.903.205,7.561.282,0,2024-01-19,378.064.102,5964088,56.3
32,3517,376578245,Bestmafia,147,wizard,324,Haoxiangni, ,No rank,No rank,No rank,67,No rank,134602058,5,7.531.565,18.828.912,37.657.824,18.828.912,7.531.565,0,2024-01-19,376.578.245,7449945,70.3
35,3518,376433133,Rangka,147,wizard,212,Marijuana, ,No rank,No rank,No rank,93,No rank,113540,95,7.528.663,18.821.657,37.643.313,18.821.657,7.528.663,0,2024-01-19,376.433.133,7595057,71.7
09,3519,376265442,Zonthar,147,wizard,421, , ,No rank,No rank,8,6,No rank,0,0,7.525.309,18.813.272,37.626.544,18.813.272,7.525.309,0,2024-01-19,376.265.442,7762748,73.3
23,3520,375143301,Rangergirl,147,wizard,285,P E A C E, ,No rank,No rank,No rank,93,No rank,41404016,13,7.502.866,18.757.165,37.514.330,18.757.165,7.502.866,0,2024-01-19,375.143.301,8884889,83.9
09,3521,374900884,Bizaaa,147,warrior,202,D A M A I,10,No rank,No rank,No rank,No rank,27,96204444,6,7.498.018,18.745.044,37.490.088,18.745.044,7.498.018,0,2024-01-19,374.900.884,9127306,86.2
01,3522,374241007,Salamence,147,warrior,169,Godofwind,5,No rank,No rank,No rank,No rank,83,15307957,50,7.484.820,18.712.050,37.424.101,18.712.050,7.484.820,0,2024-01-19,374.241.007,9787183,92.4
01,3523,373950448,Wizuk,147,wizard,403, , ,No rank,No rank,35,17,No rank,0,0,7.479.009,18.697.522,37.395.045,18.697.522,7.479.009,0,2024-01-19,373.950.448,10077742,95.2
15,3524,373584413,Snape,146,warrior,415,Night Sect, ,No rank,No rank,26,19,No rank,0,0,7.471.688,18.679.221,37.358.441,18.679.221,7.471.688,0,2024-01-19,373.584.413,67547,0.7
09,3525,373197125,Mythx,146,warrior,177,Tajudien,7,No rank,No rank,No rank,No rank,14,3531562,61,7.463.942,18.659.856,37.319.712,18.659.856,7.463.942,0,2024-01-19,373.197.125,454835,4.4
38,3526,372885426,Xaldunar,146,wizard,129,Spears, ,30,6,No rank,24,No rank,19649346,1,7.457.709,18.644.271,37.288.543,18.644.271,7.457.709,0,2024-01-19,372.885.426,766534,7.4
02,3527,372832251,Princesjul,146,warrior,377, , ,No rank,No rank,42,29,No rank,0,0,7.456.645,18.641.613,37.283.225,18.641.613,7.456.645,0,2024-01-19,372.832.251,819709,7.9
11,3528,372416029,Riftking,146,wizard,312,De4dlegnd, ,No rank,No rank,No rank,94,No rank,0,0,7.448.321,18.620.801,37.241.603,18.620.801,7.448.321,0,2024-01-19,372.416.029,1235931,11.9
38,3529,371154958,Hexana,146,wizard,134,Spears, ,31,7,No rank,21,No rank,19649346,1,7.423.099,18.557.748,37.115.496,18.557.748,7.423.099,0,2024-01-19,371.154.958,2497002,24.1
11,3530,371021670,Vermbles,146,warrior,234,Legends Id,0,No rank,No rank,No rank,No rank,17,11234414,49,7.420.433,18.551.084,37.102.167,18.551.084,7.420.433,0,2024-01-19,371.021.670,2630290,25.3
38,3531,370608786,Bhogsamhe,146,wizard,218,Pilipin4s, ,32,8,9,2,No rank,6820921,7,7.412.176,18.530.439,37.060.879,18.530.439,7.412.176,0,2024-01-19,370.608.786,3043174,29.3
23,3532,369550886,Quickslver,146,warrior,391,Sun, ,No rank,No rank,27,19,No rank,14695842,27,7.391.018,18.477.544,36.955.089,18.477.544,7.391.018,0,2024-01-19,369.550.886,4101074,39.5
36,3533,369469639,Crow,146,warrior,194,A 1 M,10,No rank,No rank,No rank,No rank,27,117919,92,7.389.393,18.473.482,36.946.964,18.473.482,7.389.393,0,2024-01-19,369.469.639,4182321,40.3
37,3534,369424156,Shiroo,146,wizard,225, , ,No rank,No rank,No rank,96,No rank,0,0,7.388.483,18.471.208,36.942.416,18.471.208,7.388.483,0,2024-01-19,369.424.156,4227804,40.7
33,3535,369421508,Chizaa,146,warrior,190,Venice,10,No rank,No rank,No rank,No rank,45,4161950,37,7.388.430,18.471.075,36.942.151,18.471.075,7.388.430,0,2024-01-19,369.421.508,4230452,40.8
07,3536,369371399,Nightfury,146,wizard,208, ,5,No rank,No rank,No rank,No rank,89,0,0,7.387.428,18.468.570,36.937.140,18.468.570,7.387.428,0,2024-01-19,369.371.399,4280561,41.3
02,3537,369186783,Icemannn,146,wizard,233,Dream Team,5,No rank,No rank,No rank,No rank,56,186655044,4,7.383.736,18.459.339,36.918.678,18.459.339,7.383.736,0,2024-01-19,369.186.783,4465177,43.0
23,3538,368934087,Edithtans,146,warrior,327,Angkor Kh,5,No rank,No rank,No rank,69,44,41856276,12,7.378.682,18.446.704,36.893.409,18.446.704,7.378.682,0,2024-01-19,368.934.087,4717873,45.5
01,3539,368685361,Princessaa,146,wizard,310,Sri Gala, ,No rank,No rank,No rank,79,No rank,102755498,9,7.373.707,18.434.268,36.868.536,18.434.268,7.373.707,0,2024-01-19,368.685.361,4966599,47.9
07,3540,368484981,Leqend,146,warrior,236,Barumain,10,No rank,No rank,No rank,No rank,40,0,0,7.369.700,18.424.249,36.848.498,18.424.249,7.369.700,0,2024-01-19,368.484.981,5166979,49.8
32,3541,367803765,Peas,146,wizard,318,Solo Army, ,No rank,No rank,No rank,73,No rank,338461959,2,7.356.075,18.390.188,36.780.376,18.390.188,7.356.075,0,2024-01-19,367.803.765,5848195,56.4
15,3542,366196939,Winnerstar,146,warrior,341, , ,No rank,No rank,No rank,82,No rank,0,0,7.323.939,18.309.847,36.619.694,18.309.847,7.323.939,0,2024-01-19,366.196.939,7455021,71.8
36,3543,365665177,Ly,146,warrior,353,A 1 M, ,No rank,No rank,37,24,No rank,117919,92,7.313.304,18.283.259,36.566.518,18.283.259,7.313.304,0,2024-01-19,365.665.177,7986783,77.0
34,3544,365467663,Lingon,146,wizard,40,Team One, ,No rank,93,No rank,No rank,No rank,1211638,39,7.309.353,18.273.383,36.546.766,18.273.383,7.309.353,0,2024-01-19,365.467.663,8184297,78.9
11,3545,365340789,Gilbert,146,warrior,332, , ,No rank,No rank,No rank,96,No rank,0,0,7.306.816,18.267.039,36.534.079,18.267.039,7.306.816,0,2024-01-19,365.340.789,8311171,80.1
33,3546,364782339,Xxzelfinxx,146,warrior,196,Venice,5,No rank,No rank,No rank,No rank,80,4161950,37,7.295.647,18.239.117,36.478.234,18.239.117,7.295.647,0,2024-01-19,364.782.339,8869621,85.5
36,3547,364187239,Fixs,146,wizard,169,Rudeboyz,5,No rank,No rank,No rank,No rank,56,12366203,15,7.283.745,18.209.362,36.418.724,18.209.362,7.283.745,0,2024-01-19,364.187.239,9464721,91.2
02,3548,363890941,Xaybone,146,wizard,315,V4lkyrie, ,No rank,No rank,No rank,53,No rank,12539321,29,7.277.819,18.194.547,36.389.094,18.194.547,7.277.819,0,2024-01-19,363.890.941,9761019,94.1
07,3549,363887909,Queenreeka,146,wizard,117,5th Angel,0,No rank,No rank,No rank,No rank,6,85802256,7,7.277.758,18.194.395,36.388.791,18.194.395,7.277.758,0,2024-01-19,363.887.909,9764051,94.1
38,3550,362690883,Dios,145,warrior,141,Spears, ,33,25,94,75,No rank,19649346,1,7.253.818,18.134.544,36.269.088,18.134.544,7.253.818,0,2024-01-19,362.690.883,796567,7.8
36,3551,361294189,Deeyoo,145,wizard,212,Nra79, ,No rank,No rank,No rank,82,No rank,0,0,7.225.884,18.064.709,36.129.419,18.064.709,7.225.884,0,2024-01-19,361.294.189,2193261,21.6
07,3552,359489864,Softener,145,warrior,157, ,5,No rank,No rank,No rank,No rank,74,0,0,7.189.797,17.974.493,35.948.986,17.974.493,7.189.797,0,2024-01-19,359.489.864,3997586,39.3
15,3553,359328846,Pantelic,145,wizard,369, , ,No rank,No rank,71,31,No rank,0,0,7.186.577,17.966.442,35.932.885,17.966.442,7.186.577,0,2024-01-19,359.328.846,4158604,40.9
07,3554,359052675,Kizuna,145,wizard,281,No Mercy, ,No rank,No rank,No rank,66,No rank,12408045,33,7.181.054,17.952.634,35.905.268,17.952.634,7.181.054,0,2024-01-19,359.052.675,4434775,43.6
34,3555,358385087,Ranbert,145,wizard,288,L A N L A, ,No rank,94,68,22,No rank,91116146,3,7.167.702,17.919.254,35.838.509,17.919.254,7.167.702,0,2024-01-19,358.385.087,5102363,50.2
32,3556,358165805,Vcz,145,wizard,339, , ,No rank,No rank,No rank,42,No rank,0,0,7.163.316,17.908.290,35.816.580,17.908.290,7.163.316,0,2024-01-19,358.165.805,5321645,52.4
23,3557,357882172,Chingo,145,warrior,121,Angkor Kh,0,No rank,No rank,No rank,No rank,33,41856276,12,7.157.643,17.894.109,35.788.217,17.894.109,7.157.643,0,2024-01-19,357.882.172,5605278,55.1
15,3558,357535732,Respektor,145,warrior,382, , ,No rank,No rank,52,31,No rank,0,0,7.150.715,17.876.787,35.753.573,17.876.787,7.150.715,0,2024-01-19,357.535.732,5951718,58.6
34,3559,356756580,Mgk,145,wizard,177,Reverse, ,No rank,95,No rank,97,No rank,429132582,1,7.135.132,17.837.829,35.675.658,17.837.829,7.135.132,0,2024-01-19,356.756.580,6730870,66.2
01,3560,356134204,Ro,145,warrior,348,After Rain, ,No rank,No rank,91,54,No rank,32832263,23,7.122.684,17.806.710,35.613.420,17.806.710,7.122.684,0,2024-01-19,356.134.204,7353246,72.3
09,3561,356094419,Casemiro,145,wizard,225,Tajudien,10,No rank,No rank,No rank,No rank,40,3531562,61,7.121.888,17.804.721,35.609.442,17.804.721,7.121.888,0,2024-01-19,356.094.419,7393031,72.7
37,3562,356024361,Skylordx,145,warrior,287,B L I T Z, ,No rank,No rank,No rank,79,No rank,27759629,4,7.120.487,17.801.218,35.602.436,17.801.218,7.120.487,0,2024-01-19,356.024.361,7463089,73.4
11,3563,355894873,Lawrence,145,warrior,193,Legends Id,15,No rank,No rank,No rank,No rank,25,11234414,49,7.117.897,17.794.744,35.589.487,17.794.744,7.117.897,0,2024-01-19,355.894.873,7592577,74.7
34,3564,355608826,Waxzy,145,wizard,144,X Reunion, ,No rank,96,No rank,No rank,No rank,49039657,5,7.112.177,17.780.441,35.560.883,17.780.441,7.112.177,0,2024-01-19,355.608.826,7878624,77.5
07,3565,354961428,Lefthanded,145,warrior,384,Last Mercy, ,No rank,No rank,19,12,No rank,13266198,31,7.099.229,17.748.071,35.496.143,17.748.071,7.099.229,0,2024-01-19,354.961.428,8526022,83.9
36,3566,354512516,Carllim,145,wizard,213,Br Union, ,No rank,No rank,No rank,81,No rank,22849640,7,7.090.250,17.725.626,35.451.252,17.725.626,7.090.250,0,2024-01-19,354.512.516,8974934,88.3
32,3567,354408267,Noona,145,wizard,321, , ,No rank,No rank,No rank,70,No rank,0,0,7.088.165,17.720.413,35.440.827,17.720.413,7.088.165,0,2024-01-19,354.408.267,9079183,89.3
35,3568,354082110,Conejo,145,wizard,234, , ,No rank,No rank,No rank,79,No rank,0,0,7.081.642,17.704.106,35.408.211,17.704.106,7.081.642,0,2024-01-19,354.082.110,9405340,92.5
01,3569,353923571,Lort,145,wizard,381,Braterstwo, ,No rank,No rank,55,23,No rank,13812501,53,7.078.471,17.696.179,35.392.357,17.696.179,7.078.471,0,2024-01-19,353.923.571,9563879,94.1
02,3570,353613628,Cenobia,145,warrior,391,R T F, ,No rank,No rank,35,25,No rank,45275170,11,7.072.273,17.680.681,35.361.363,17.680.681,7.072.273,0,2024-01-19,353.613.628,9873822,97.1
07,3571,353465548,Buayakingx,144,wizard,290,Last Mercy, ,No rank,No rank,No rank,57,No rank,13266198,31,7.069.311,17.673.277,35.346.555,17.673.277,7.069.311,0,2024-01-19,353.465.548,66212,0.7
01,3572,353225024,Badgirls,144,wizard,325,B J M, ,No rank,No rank,No rank,56,No rank,334771207,2,7.064.500,17.661.251,35.322.502,17.661.251,7.064.500,0,2024-01-19,353.225.024,306736,3.1
33,3573,352844240,Komil,144,warrior,338,Admiral, ,No rank,No rank,66,41,No rank,2257050,50,7.056.885,17.642.212,35.284.424,17.642.212,7.056.885,0,2024-01-19,352.844.240,687520,6.9
15,3574,352533092,Preciden,144,wizard,326,Y O U, ,No rank,No rank,No rank,63,No rank,396899359,3,7.050.662,17.626.655,35.253.309,17.626.655,7.050.662,0,2024-01-19,352.533.092,998668,10.0
07,3575,352343479,Ksar,144,wizard,340,Merciless, ,No rank,No rank,47,17,No rank,0,0,7.046.870,17.617.174,35.234.348,17.617.174,7.046.870,0,2024-01-19,352.343.479,1188281,11.9
07,3576,351497281,Urashiki,144,warrior,296, , ,No rank,No rank,No rank,78,No rank,0,0,7.029.946,17.574.864,35.149.728,17.574.864,7.029.946,0,2024-01-19,351.497.281,2034479,20.4
34,3577,350478939,Xiulan,144,warrior,317, , ,No rank,No rank,47,34,No rank,0,0,7.009.579,17.523.947,35.047.894,17.523.947,7.009.579,0,2024-01-19,350.478.939,3052821,30.7
34,3578,350430709,Dominawiz,144,wizard,265, , ,No rank,97,No rank,37,No rank,0,0,7.008.614,17.521.535,35.043.071,17.521.535,7.008.614,0,2024-01-19,350.430.709,3101051,31.1
36,3579,349863728,Epicxxx,144,wizard,147,V I P,0,No rank,No rank,No rank,No rank,14,1015926,47,6.997.275,17.493.186,34.986.373,17.493.186,6.997.275,0,2024-01-19,349.863.728,3668032,36.8
37,3580,349569767,Phinhoa,144,warrior,132,Sumsel,20,No rank,No rank,No rank,No rank,5,817005,49,6.991.395,17.478.488,34.956.977,17.478.488,6.991.395,0,2024-01-19,349.569.767,3961993,39.8
02,3581,349343894,Bloodbound,144,wizard,343,Toman, ,No rank,No rank,78,27,No rank,0,0,6.986.878,17.467.195,34.934.389,17.467.195,6.986.878,0,2024-01-19,349.343.894,4187866,42.1
38,3582,349341144,Imlaeky,144,warrior,177,Team Work, ,34,26,47,41,No rank,7055650,6,6.986.823,17.467.057,34.934.114,17.467.057,6.986.823,0,2024-01-19,349.341.144,4190616,42.1
09,3583,349321962,Vannishter,144,warrior,315, , ,No rank,No rank,No rank,68,No rank,0,0,6.986.439,17.466.098,34.932.196,17.466.098,6.986.439,0,2024-01-19,349.321.962,4209798,42.3
34,3584,349094230,Fantastica,144,wizard,231, , ,No rank,98,No rank,58,No rank,0,0,6.981.885,17.454.712,34.909.423,17.454.712,6.981.885,0,2024-01-19,349.094.230,4437530,44.6
11,3585,348496985,Mysteriuz,144,wizard,317,Immanity, ,No rank,No rank,No rank,84,No rank,0,0,6.969.940,17.424.849,34.849.698,17.424.849,6.969.940,0,2024-01-19,348.496.985,5034775,50.6
35,3586,348277571,Marciano,144,wizard,210,Blackbulls, ,No rank,No rank,No rank,95,No rank,148504530,4,6.965.551,17.413.879,34.827.757,17.413.879,6.965.551,0,2024-01-19,348.277.571,5254189,52.8
02,3587,347774045,Denee,144,warrior,369,Dharma, ,No rank,No rank,49,32,No rank,69337620,8,6.955.481,17.388.702,34.777.404,17.388.702,6.955.481,0,2024-01-19,347.774.045,5757715,57.8
15,3588,347393950,Endraa,144,wizard,302, , ,No rank,No rank,No rank,96,No rank,0,0,6.947.879,17.369.698,34.739.395,17.369.698,6.947.879,0,2024-01-19,347.393.950,6137810,61.7
07,3589,347374310,Eustiana,144,warrior,160,Th3 Army,15,No rank,No rank,No rank,No rank,19,7985724,41,6.947.486,17.368.716,34.737.431,17.368.716,6.947.486,0,2024-01-19,347.374.310,6157450,61.8
09,3590,347142610,Xenzo,144,warrior,229, ,10,No rank,No rank,No rank,No rank,31,0,0,6.942.852,17.357.130,34.714.261,17.357.130,6.942.852,0,2024-01-19,347.142.610,6389150,64.2
11,3591,346847595,Meiyh,144,warrior,265,Legendary1,5,No rank,No rank,No rank,No rank,46,6099433,63,6.936.952,17.342.380,34.684.760,17.342.380,6.936.952,0,2024-01-19,346.847.595,6684165,67.1
