World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank,In Arena,PVP Premium,PVP Free,Insurance 50%,Insurance 80%,Insurance 100%,Date,Exp Points,Exp to Up,% to Up
01,2749,765260163,Cfh,175,warrior,270,Sri Gala,5,No rank,No rank,No rank,No rank,65,102755498,9,15.305.203,38.263.008,76.526.016,38.263.008,15.305.203,0,2024-01-19,765.260.163,7664087,42.9
01,2750,765146865,Fighter,175,warrior,373,Ltu Team 1, ,No rank,No rank,59,35,No rank,4707944,82,15.302.937,38.257.343,76.514.686,38.257.343,15.302.937,0,2024-01-19,765.146.865,7777385,43.5
11,2751,764400374,Datukqila,175,warrior,247,Th3 Army,1,No rank,No rank,No rank,No rank,94,0,0,15.288.007,38.220.019,76.440.037,38.220.019,15.288.007,0,2024-01-19,764.400.374,8523876,47.7
35,2752,764254492,Junz,175,warrior,239,New Star, ,No rank,84,No rank,89,No rank,544357335,1,15.285.090,38.212.725,76.425.449,38.212.725,15.285.090,0,2024-01-19,764.254.492,8669758,48.5
33,2753,763505239,Josefinium,175,wizard,217,H O N O R, ,No rank,79,No rank,No rank,No rank,5123924,28,15.270.105,38.175.262,76.350.524,38.175.262,15.270.105,0,2024-01-19,763.505.239,9419011,52.7
36,2754,763313020,Raimislt,175,wizard,158,Lietuviu, ,No rank,67,No rank,No rank,No rank,185148334,1,15.266.260,38.165.651,76.331.302,38.165.651,15.266.260,0,2024-01-19,763.313.020,9611230,53.8
34,2755,763176071,Holy,175,wizard,123,Team One, ,No rank,55,No rank,No rank,No rank,1211638,39,15.263.521,38.158.804,76.317.607,38.158.804,15.263.521,0,2024-01-19,763.176.071,9748179,54.6
07,2756,763028071,Missping,175,warrior,323,Last Mercy, ,No rank,No rank,71,45,No rank,13266198,31,15.260.561,38.151.404,76.302.807,38.151.404,15.260.561,0,2024-01-19,763.028.071,9896179,55.4
32,2757,761312798,Nezha,175,warrior,374,Om Om, ,No rank,No rank,57,41,No rank,30810084,18,15.226.256,38.065.640,76.131.280,38.065.640,15.226.256,0,2024-01-19,761.312.798,11611452,65.0
09,2758,760600591,Charro,175,warrior,233,M V P,10,No rank,No rank,No rank,No rank,29,13915659,35,15.212.012,38.030.030,76.060.059,38.030.030,15.212.012,0,2024-01-19,760.600.591,12323659,69.0
02,2759,759710697,Supervisor,175,warrior,313,Gothsterz, ,No rank,No rank,No rank,80,No rank,859851517,1,15.194.214,37.985.535,75.971.070,37.985.535,15.194.214,0,2024-01-19,759.710.697,13213553,74.0
09,2760,758298108,Supemaan,175,wizard,328, , ,No rank,No rank,91,43,No rank,0,0,15.165.962,37.914.905,75.829.811,37.914.905,15.165.962,0,2024-01-19,758.298.108,14626142,81.9
09,2761,756250852,Redhoodies,175,warrior,259,Lost Lake,10,No rank,No rank,No rank,No rank,26,42210292,14,15.125.017,37.812.543,75.625.085,37.812.543,15.125.017,0,2024-01-19,756.250.852,16673398,93.3
33,2762,755866510,Shuura,175,wizard,278,L A N L A, ,No rank,80,No rank,61,No rank,113475823,3,15.117.330,37.793.326,75.586.651,37.793.326,15.117.330,0,2024-01-19,755.866.510,17057740,95.5
15,2763,755402576,Mzsot,175,warrior,365,Kawasaki, ,No rank,No rank,79,46,No rank,166138253,6,15.108.052,37.770.129,75.540.258,37.770.129,15.108.052,0,2024-01-19,755.402.576,17521674,98.1
07,2764,754337464,Lovechuu,174,warrior,197,Last Mercy,15,No rank,No rank,No rank,No rank,22,13266198,31,15.086.749,37.716.873,75.433.746,37.716.873,15.086.749,0,2024-01-19,754.337.464,1023796,5.8
15,2765,753746315,Soulhell,174,warrior,200,Deadlysinz,5,No rank,No rank,No rank,No rank,64,36420969,17,15.074.926,37.687.316,75.374.632,37.687.316,15.074.926,0,2024-01-19,753.746.315,1614945,9.2
33,2766,753369879,Hippie,174,warrior,226,H O N O R,5,No rank,No rank,No rank,No rank,75,5123924,28,15.067.398,37.668.494,75.336.988,37.668.494,15.067.398,0,2024-01-19,753.369.879,1991381,11.3
15,2767,752408030,Shuoyu,174,warrior,359,Seelacor, ,No rank,No rank,90,60,No rank,0,0,15.048.161,37.620.402,75.240.803,37.620.402,15.048.161,0,2024-01-19,752.408.030,2953230,16.8
32,2768,752040214,Gedit,174,wizard,299,I Am Fine, ,No rank,No rank,No rank,99,No rank,713848785,1,15.040.804,37.602.011,75.204.021,37.602.011,15.040.804,0,2024-01-19,752.040.214,3321046,18.9
15,2769,750988396,Xsyinz,174,wizard,347,Limitless,5,No rank,No rank,No rank,39,66,0,0,15.019.768,37.549.420,75.098.840,37.549.420,15.019.768,0,2024-01-19,750.988.396,4372864,24.9
36,2770,750949427,Bbq,174,warrior,264,Est2021, ,No rank,No rank,No rank,94,No rank,17862408,8,15.018.989,37.547.471,75.094.943,37.547.471,15.018.989,0,2024-01-19,750.949.427,4411833,25.1
32,2771,749484217,Pinocchio,174,warrior,337,Haoxiangni, ,No rank,No rank,No rank,74,No rank,134602058,5,14.989.684,37.474.211,74.948.422,37.474.211,14.989.684,0,2024-01-19,749.484.217,5877043,33.5
35,2772,749468454,Wthiiago,174,warrior,211,Br Comanda, ,No rank,85,No rank,No rank,No rank,17502651,7,14.989.369,37.473.423,74.946.845,37.473.423,14.989.369,0,2024-01-19,749.468.454,5892806,33.6
32,2773,749342988,Blackjelly,174,warrior,341, , ,No rank,No rank,No rank,68,No rank,0,0,14.986.860,37.467.149,74.934.299,37.467.149,14.986.860,0,2024-01-19,749.342.988,6018272,34.3
34,2774,748766192,Redfive,174,warrior,213,X Reunion,15,No rank,No rank,No rank,No rank,19,49039657,5,14.975.324,37.438.310,74.876.619,37.438.310,14.975.324,0,2024-01-19,748.766.192,6595068,37.6
34,2775,747668380,Mi,174,wizard,259,Game Over, ,No rank,56,No rank,43,No rank,48111925,6,14.953.368,37.383.419,74.766.838,37.383.419,14.953.368,0,2024-01-19,747.668.380,7692880,43.8
23,2776,747601070,Esse,174,warrior,232,Angkor Kh,8,No rank,No rank,No rank,No rank,39,41856276,12,14.952.021,37.380.054,74.760.107,37.380.054,14.952.021,0,2024-01-19,747.601.070,7760190,44.2
07,2777,747542022,Godpeach,174,wizard,276,Life Alone, ,No rank,No rank,No rank,76,No rank,192421753,2,14.950.840,37.377.101,74.754.202,37.377.101,14.950.840,0,2024-01-19,747.542.022,7819238,44.5
34,2778,746997709,Olivir,174,wizard,323,Icecreams, ,No rank,57,41,13,No rank,1893012,27,14.939.954,37.349.885,74.699.771,37.349.885,14.939.954,0,2024-01-19,746.997.709,8363551,47.6
15,2779,746640500,Wolfleo,174,warrior,349,Rip W10, ,No rank,No rank,No rank,71,No rank,878458572,1,14.932.810,37.332.025,74.664.050,37.332.025,14.932.810,0,2024-01-19,746.640.500,8720760,49.7
36,2780,746636796,Makoto,174,warrior,284,The Hunter, ,No rank,No rank,No rank,78,No rank,11548652,18,14.932.736,37.331.840,74.663.680,37.331.840,14.932.736,0,2024-01-19,746.636.796,8724464,49.7
09,2781,746470972,Dexte,174,warrior,189,M V P,10,No rank,No rank,No rank,No rank,38,13915659,35,14.929.419,37.323.549,74.647.097,37.323.549,14.929.419,0,2024-01-19,746.470.972,8890288,50.6
09,2782,746320581,Ravd,174,wizard,361,Level Up, ,No rank,No rank,40,19,No rank,4398312,57,14.926.412,37.316.029,74.632.058,37.316.029,14.926.412,0,2024-01-19,746.320.581,9040679,51.5
36,2783,746058795,Zenxiers,174,warrior,278, , ,No rank,No rank,No rank,83,No rank,0,0,14.921.176,37.302.940,74.605.880,37.302.940,14.921.176,0,2024-01-19,746.058.795,9302465,53.0
09,2784,745251594,Wen,174,warrior,228, ,15,No rank,No rank,No rank,No rank,15,0,0,14.905.032,37.262.580,74.525.159,37.262.580,14.905.032,0,2024-01-19,745.251.594,10109666,57.6
36,2785,744531601,Stenlyboyz,174,wizard,237,Blaclover, ,No rank,68,No rank,65,No rank,8338676,21,14.890.632,37.226.580,74.453.160,37.226.580,14.890.632,0,2024-01-19,744.531.601,10829659,61.7
01,2786,744241837,Dunno,174,warrior,336,T6tiau, ,No rank,No rank,No rank,72,No rank,33030886,22,14.884.837,37.212.092,74.424.184,37.212.092,14.884.837,0,2024-01-19,744.241.837,11119423,63.3
09,2787,744202143,Grudge,174,wizard,286, , ,No rank,No rank,No rank,84,No rank,0,0,14.884.043,37.210.107,74.420.214,37.210.107,14.884.043,0,2024-01-19,744.202.143,11159117,63.5
37,2788,744132214,Mafiarush,174,wizard,264,F A K E, ,No rank,64,No rank,67,No rank,20192254,6,14.882.644,37.206.611,74.413.221,37.206.611,14.882.644,0,2024-01-19,744.132.214,11229046,63.9
11,2789,743693416,Khoikhnlor,174,wizard,396,Legendary1, ,No rank,No rank,40,15,No rank,6099433,63,14.873.868,37.184.671,74.369.342,37.184.671,14.873.868,0,2024-01-19,743.693.416,11667844,66.4
35,2790,743442825,Azymuut,174,warrior,250,Mafia Br, ,No rank,86,No rank,78,No rank,378618441,2,14.868.856,37.172.141,74.344.282,37.172.141,14.868.856,0,2024-01-19,743.442.825,11918435,67.9
01,2791,743073316,Myuxf,174,wizard,446,Dead End, ,No rank,No rank,17,8,No rank,21901493,35,14.861.466,37.153.666,74.307.332,37.153.666,14.861.466,0,2024-01-19,743.073.316,12287944,70.0
09,2792,742336123,Nxr,174,wizard,302,F U C E K, ,No rank,No rank,No rank,63,No rank,0,0,14.846.722,37.116.806,74.233.612,37.116.806,14.846.722,0,2024-01-19,742.336.123,13025137,74.2
07,2793,741349303,Prgy,174,warrior,450,World18, ,No rank,No rank,5,4,No rank,58177357,13,14.826.986,37.067.465,74.134.930,37.067.465,14.826.986,0,2024-01-19,741.349.303,14011957,79.8
33,2794,740951233,Krattoss,174,wizard,224, , ,No rank,81,No rank,No rank,No rank,0,0,14.819.025,37.047.562,74.095.123,37.047.562,14.819.025,0,2024-01-19,740.951.233,14410027,82.0
23,2795,739738868,Rocky,174,warrior,329,Toxic Pro, ,No rank,No rank,No rank,65,No rank,3765027,53,14.794.777,36.986.943,73.973.887,36.986.943,14.794.777,0,2024-01-19,739.738.868,15622392,89.0
32,2796,739734435,Xlucifersx,174,warrior,256,Javanesse,5,No rank,No rank,No rank,No rank,60,316044660,3,14.794.689,36.986.722,73.973.444,36.986.722,14.794.689,0,2024-01-19,739.734.435,15626825,89.0
23,2797,739635372,Jansenxx,174,warrior,355, , ,No rank,No rank,68,47,No rank,0,0,14.792.707,36.981.769,73.963.537,36.981.769,14.792.707,0,2024-01-19,739.635.372,15725888,89.5
33,2798,738725501,Tamahagane,174,wizard,250,The Prayer, ,No rank,82,No rank,86,No rank,34317780,8,14.774.510,36.936.275,73.872.550,36.936.275,14.774.510,0,2024-01-19,738.725.501,16635759,94.7
07,2799,736485583,Zupper,173,wizard,302,Immortals, ,No rank,No rank,No rank,44,No rank,99124772,6,14.729.712,36.824.279,73.648.558,36.824.279,14.729.712,0,2024-01-19,736.485.583,1613727,9.3
15,2800,735929706,Jeee,173,warrior,189,Kawasaki,5,No rank,No rank,No rank,No rank,61,166138253,6,14.718.594,36.796.485,73.592.971,36.796.485,14.718.594,0,2024-01-19,735.929.706,2169604,12.6
07,2801,735696195,Queenywar,173,warrior,320,Last Mercy, ,No rank,No rank,77,49,No rank,13266198,31,14.713.924,36.784.810,73.569.620,36.784.810,14.713.924,0,2024-01-19,735.696.195,2403115,13.9
01,2802,735585626,Pofix,173,wizard,357,S T A R, ,No rank,No rank,80,34,No rank,0,0,14.711.713,36.779.281,73.558.563,36.779.281,14.711.713,0,2024-01-19,735.585.626,2513684,14.6
33,2803,735011780,Onestar,173,wizard,216,8 Dewa, ,No rank,83,No rank,No rank,No rank,156051651,2,14.700.236,36.750.589,73.501.178,36.750.589,14.700.236,0,2024-01-19,735.011.780,3087530,17.9
37,2804,734663977,Hornning,173,wizard,241,B L I T Z, ,No rank,65,No rank,88,No rank,27759629,4,14.693.280,36.733.199,73.466.398,36.733.199,14.693.280,0,2024-01-19,734.663.977,3435333,19.9
37,2805,733867658,Evilcry,173,wizard,241,R B P F, ,No rank,66,No rank,86,No rank,0,0,14.677.353,36.693.383,73.386.766,36.693.383,14.677.353,0,2024-01-19,733.867.658,4231652,24.5
09,2806,733718772,Unie,173,wizard,312,Spg 969, ,No rank,No rank,No rank,55,No rank,0,0,14.674.375,36.685.939,73.371.877,36.685.939,14.674.375,0,2024-01-19,733.718.772,4380538,25.4
01,2807,733172195,Xiiang,173,warrior,318, ,15,No rank,No rank,No rank,94,23,0,0,14.663.444,36.658.610,73.317.220,36.658.610,14.663.444,0,2024-01-19,733.172.195,4927115,28.5
35,2808,733124281,Kentzo,173,warrior,280,New Bie, ,No rank,87,100,54,No rank,4437580,15,14.662.486,36.656.214,73.312.428,36.656.214,14.662.486,0,2024-01-19,733.124.281,4975029,28.8
37,2809,732853522,Mryatz,173,wizard,206,Sumsel, ,No rank,67,No rank,No rank,No rank,817005,49,14.657.070,36.642.676,73.285.352,36.642.676,14.657.070,0,2024-01-19,732.853.522,5245788,30.4
11,2810,732016316,Novhia,173,wizard,383,The Master,15,No rank,No rank,62,26,12,0,0,14.640.326,36.600.816,73.201.632,36.600.816,14.640.326,0,2024-01-19,732.016.316,6082994,35.2
33,2811,731674638,Nisa,173,wizard,154,Nisatillah, ,No rank,84,No rank,No rank,No rank,35752146,7,14.633.493,36.583.732,73.167.464,36.583.732,14.633.493,0,2024-01-19,731.674.638,6424672,37.2
23,2812,731674416,Saintfan,173,warrior,371,Enjoy, ,No rank,No rank,48,33,No rank,194635315,3,14.633.488,36.583.721,73.167.442,36.583.721,14.633.488,0,2024-01-19,731.674.416,6424894,37.2
07,2813,731406703,Xrindukaux,173,warrior,374,Of Unisol, ,No rank,No rank,22,15,No rank,299009013,1,14.628.134,36.570.335,73.140.670,36.570.335,14.628.134,0,2024-01-19,731.406.703,6692607,38.8
35,2814,731348940,Batenkingz,173,wizard,138,Br Comanda, ,No rank,76,No rank,No rank,No rank,17502651,7,14.626.979,36.567.447,73.134.894,36.567.447,14.626.979,0,2024-01-19,731.348.940,6750370,39.1
32,2815,730667305,KINGONE,173,warrior,346,Haoxiangni, ,No rank,No rank,96,64,No rank,134602058,5,14.613.346,36.533.365,73.066.730,36.533.365,14.613.346,0,2024-01-19,730.667.305,7432005,43.1
34,2816,730578402,Frieren,173,wizard,273,L A N L A, ,No rank,58,86,29,No rank,91116146,3,14.611.568,36.528.920,73.057.840,36.528.920,14.611.568,0,2024-01-19,730.578.402,7520908,43.6
11,2817,730575417,Zydek,173,wizard,349, , ,No rank,No rank,No rank,52,No rank,0,0,14.611.508,36.528.771,73.057.542,36.528.771,14.611.508,0,2024-01-19,730.575.417,7523893,43.6
01,2818,730456706,Sembomba,173,warrior,370,Brazucas, ,No rank,No rank,66,41,No rank,29162977,28,14.609.134,36.522.835,73.045.671,36.522.835,14.609.134,0,2024-01-19,730.456.706,7642604,44.3
32,2819,730151613,Dresky,173,warrior,214,I Am Fine,5,No rank,No rank,No rank,No rank,55,713848785,1,14.603.032,36.507.581,73.015.161,36.507.581,14.603.032,0,2024-01-19,730.151.613,7947697,46.0
09,2820,729790820,Kinshy,173,warrior,207,M V P,5,No rank,No rank,No rank,No rank,54,13915659,35,14.595.816,36.489.541,72.979.082,36.489.541,14.595.816,0,2024-01-19,729.790.820,8308490,48.1
11,2821,728841488,Adoy,173,warrior,415,Legends Id, ,No rank,No rank,23,16,No rank,11234414,49,14.576.830,36.442.074,72.884.149,36.442.074,14.576.830,0,2024-01-19,728.841.488,9257822,53.6
33,2822,728771864,Kmstore,173,wizard,287,L A N L A, ,No rank,85,No rank,55,No rank,113475823,3,14.575.437,36.438.593,72.877.186,36.438.593,14.575.437,0,2024-01-19,728.771.864,9327446,54.0
34,2823,727881310,Xkai,173,wizard,202, , ,No rank,59,No rank,79,No rank,0,0,14.557.626,36.394.066,72.788.131,36.394.066,14.557.626,0,2024-01-19,727.881.310,10218000,59.2
15,2824,726379335,Fairlady,173,wizard,376,Deadlysinz, ,No rank,No rank,60,28,No rank,36420969,17,14.527.587,36.318.967,72.637.934,36.318.967,14.527.587,0,2024-01-19,726.379.335,11719975,67.9
36,2825,724820629,Greatboys,173,wizard,278,Sun Shine, ,No rank,69,No rank,48,No rank,16608688,9,14.496.413,36.241.031,72.482.063,36.241.031,14.496.413,0,2024-01-19,724.820.629,13278681,76.9
02,2826,723890043,Playman,173,wizard,344,Gothsterz, ,No rank,No rank,76,26,No rank,859851517,1,14.477.801,36.194.502,72.389.004,36.194.502,14.477.801,0,2024-01-19,723.890.043,14209267,82.3
35,2827,723594746,Wisteria,173,wizard,216,S26gold, ,No rank,77,No rank,87,No rank,872358,43,14.471.895,36.179.737,72.359.475,36.179.737,14.471.895,0,2024-01-19,723.594.746,14504564,84.0
07,2828,723557887,Temparik,173,wizard,287,In Neraka, ,No rank,No rank,No rank,60,No rank,0,0,14.471.158,36.177.894,72.355.789,36.177.894,14.471.158,0,2024-01-19,723.557.887,14541423,84.2
33,2829,722208848,Pinkyboy,173,wizard,194,8 Dewa, ,No rank,86,No rank,No rank,No rank,156051651,2,14.444.177,36.110.442,72.220.885,36.110.442,14.444.177,0,2024-01-19,722.208.848,15890462,92.1
33,2830,722162216,Crowzero,173,wizard,148,Ex Guild, ,No rank,87,No rank,No rank,No rank,0,0,14.443.244,36.108.111,72.216.222,36.108.111,14.443.244,0,2024-01-19,722.162.216,15937094,92.3
33,2831,722087090,Lsgodhand,173,wizard,262,Thungsim, ,No rank,88,No rank,76,No rank,560814,99,14.441.742,36.104.354,72.208.709,36.104.354,14.441.742,0,2024-01-19,722.087.090,16012220,92.8
02,2832,721224913,Xtroyer,173,warrior,321,R T F, ,No rank,No rank,No rank,71,No rank,45275170,11,14.424.498,36.061.246,72.122.491,36.061.246,14.424.498,0,2024-01-19,721.224.913,16874397,97.8
33,2833,720531705,Devillzz,172,wizard,294,L A N L A, ,No rank,89,No rank,49,No rank,113475823,3,14.410.634,36.026.585,72.053.170,36.026.585,14.410.634,0,2024-01-19,720.531.705,603235,3.6
37,2834,720328409,Paduka,172,wizard,256,Sumsel, ,No rank,68,No rank,72,No rank,817005,49,14.406.568,36.016.420,72.032.841,36.016.420,14.406.568,0,2024-01-19,720.328.409,806531,4.8
33,2835,719281953,Dorby,172,wizard,256, , ,No rank,90,No rank,81,No rank,0,0,14.385.639,35.964.098,71.928.195,35.964.098,14.385.639,0,2024-01-19,719.281.953,1852987,10.9
15,2836,718951075,Overtunes,172,wizard,310, , ,No rank,No rank,No rank,84,No rank,0,0,14.379.022,35.947.554,71.895.108,35.947.554,14.379.022,0,2024-01-19,718.951.075,2183865,12.9
35,2837,718554954,Srpink,172,wizard,145,Mafia Br, ,No rank,78,No rank,No rank,No rank,378618441,2,14.371.099,35.927.748,71.855.495,35.927.748,14.371.099,0,2024-01-19,718.554.954,2579986,15.2
01,2838,718218259,Johmartins,172,wizard,322,Akatsuk, ,No rank,No rank,No rank,61,No rank,44011303,18,14.364.365,35.910.913,71.821.826,35.910.913,14.364.365,0,2024-01-19,718.218.259,2916681,17.2
02,2839,717884373,Mirowizz,172,wizard,319, , ,No rank,No rank,No rank,50,No rank,0,0,14.357.687,35.894.219,71.788.437,35.894.219,14.357.687,0,2024-01-19,717.884.373,3250567,19.2
36,2840,717635222,Indraku,172,warrior,247,Imperio,15,No rank,No rank,No rank,No rank,23,2272218,34,14.352.704,35.881.761,71.763.522,35.881.761,14.352.704,0,2024-01-19,717.635.222,3499718,20.6
33,2841,716370602,Accretiaa,172,warrior,406, , ,No rank,No rank,31,18,No rank,0,0,14.327.412,35.818.530,71.637.060,35.818.530,14.327.412,0,2024-01-19,716.370.602,4764338,28.1
02,2842,715538097,Blackrolls,172,wizard,301, , ,No rank,No rank,No rank,67,No rank,0,0,14.310.762,35.776.905,71.553.810,35.776.905,14.310.762,0,2024-01-19,715.538.097,5596843,33.0
33,2843,715217907,Xinzhie,172,wizard,319, , ,No rank,91,91,32,No rank,0,0,14.304.358,35.760.895,71.521.791,35.760.895,14.304.358,0,2024-01-19,715.217.907,5917033,34.9
35,2844,714986570,Anzera,172,warrior,155,Br Comanda, ,No rank,88,No rank,No rank,No rank,17502651,7,14.299.731,35.749.328,71.498.657,35.749.328,14.299.731,0,2024-01-19,714.986.570,6148370,36.2
01,2845,714828916,Davldx,172,warrior,347,Dead End, ,No rank,No rank,92,56,No rank,21901493,35,14.296.578,35.741.446,71.482.892,35.741.446,14.296.578,0,2024-01-19,714.828.916,6306024,37.2
09,2846,714446573,Xeraphim,172,warrior,304,Etern1ty, ,No rank,No rank,No rank,91,No rank,0,0,14.288.931,35.722.329,71.444.657,35.722.329,14.288.931,0,2024-01-19,714.446.573,6688367,39.4
36,2847,714039113,Chiechiea,172,warrior,281,Rudeboyz, ,No rank,No rank,No rank,79,No rank,12366203,15,14.280.782,35.701.956,71.403.911,35.701.956,14.280.782,0,2024-01-19,714.039.113,7095827,41.8
07,2848,713893799,Putrisetan,172,wizard,331, , ,No rank,No rank,57,22,No rank,0,0,14.277.876,35.694.690,71.389.380,35.694.690,14.277.876,0,2024-01-19,713.893.799,7241141,42.7
02,2849,713734220,Lasnrang,172,wizard,342,Avatar War, ,No rank,No rank,79,28,No rank,566030220,2,14.274.684,35.686.711,71.373.422,35.686.711,14.274.684,0,2024-01-19,713.734.220,7400720,43.6
09,2850,712799173,Sunquan,172,warrior,311,Together, ,No rank,No rank,No rank,77,No rank,16595604,30,14.255.983,35.639.959,71.279.917,35.639.959,14.255.983,0,2024-01-19,712.799.173,8335767,49.1
23,2851,712396129,Meiye,172,wizard,363,P E A C E, ,No rank,No rank,61,19,No rank,41404016,13,14.247.923,35.619.806,71.239.613,35.619.806,14.247.923,0,2024-01-19,712.396.129,8738811,51.5
01,2852,712173668,Yuanlian,172,warrior,390,Sri Gala, ,No rank,No rank,43,24,No rank,102755498,9,14.243.473,35.608.683,71.217.367,35.608.683,14.243.473,0,2024-01-19,712.173.668,8961272,52.8
35,2853,711741264,Ongki,172,wizard,255,New Bie, ,No rank,79,No rank,63,No rank,4437580,15,14.234.825,35.587.063,71.174.126,35.587.063,14.234.825,0,2024-01-19,711.741.264,9393676,55.4
36,2854,711447063,Kuromi,172,wizard,254,A 1 M, ,No rank,70,No rank,59,No rank,117919,92,14.228.941,35.572.353,71.144.706,35.572.353,14.228.941,0,2024-01-19,711.447.063,9687877,57.1
11,2855,711143803,Cieluna,172,wizard,386, , ,No rank,No rank,53,23,No rank,0,0,14.222.876,35.557.190,71.114.380,35.557.190,14.222.876,0,2024-01-19,711.143.803,9991137,58.9
09,2856,710783055,Labasco,172,wizard,289,Y A K U Za, ,No rank,No rank,No rank,80,No rank,5857852,53,14.215.661,35.539.153,71.078.306,35.539.153,14.215.661,0,2024-01-19,710.783.055,10351885,61.0
15,2857,710591743,Evilkingz,172,wizard,336,Raid Team, ,No rank,No rank,No rank,49,No rank,0,0,14.211.835,35.529.587,71.059.174,35.529.587,14.211.835,0,2024-01-19,710.591.743,10543197,62.1
11,2858,709748541,Lightingz,172,warrior,332,G3n3r4ti0n, ,No rank,No rank,No rank,97,No rank,0,0,14.194.971,35.487.427,70.974.854,35.487.427,14.194.971,0,2024-01-19,709.748.541,11386399,67.1
