World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank,In Arena,PVP Premium,PVP Free,Insurance 50%,Insurance 80%,Insurance 100%,Date Today,Exp Points,Exp to Up,% to Up,ExpPoints Difference
32,151,3981264455,All,264,warrior,387,Haoxiangni, ,8,6,43,31,No rank,134602058,5,79625289,199063223,398126446,199063223,79625289,0,2024-01-19,3981264455,36652305,59.8,0
35,152,3977159199,Odiinn,264,warrior,360,Blackbulls, ,10,8,25,13,No rank,148504530,4,79543184,198857960,397715920,198857960,79543184,0,2024-01-19,3977159199,40757561,66.4,0
34,153,3974088851,Ztao,264,warrior,375,L A N L A, ,13,10,19,13,No rank,91116146,3,79481777,198704443,397408885,198704443,79481777,0,2024-01-19,3974088851,43827909,71.5,0
35,154,3970510374,Barbaro,264,warrior,281,Guardioes, ,11,9,97,53,No rank,3750748,18,79410207,198525519,397051037,198525519,79410207,0,2024-01-19,3970510374,47406386,77.3,0
33,155,3964930783,Leonheartz,264,warrior,379,H O N O R, ,17,9,41,26,No rank,5123924,28,79298616,198246539,396493078,198246539,79298616,0,2024-01-19,3964930783,52985977,86.4,0
11,156,3952076646,Xue,263,wizard,323,Lovenlive, ,11,3,No rank,77,No rank,438317429,1,79041533,197603832,395207665,197603832,79041533,0,2024-01-19,3952076646,5197564,8.6,0
1,157,3936232150,Best,263,warrior,181,The Best, ,22,14,No rank,No rank,No rank,0,0,78724643,196811608,393623215,196811608,78724643,0,2024-01-19,3936232150,21042060,34.7,0
32,158,3935876677,Etaro,263,wizard,256,Haoxiangni, ,9,3,No rank,No rank,No rank,134602058,5,78717534,196793834,393587668,196793834,78717534,0,2024-01-19,3935876677,21397533,35.3,0
36,159,3927677584,Poseidon,263,warrior,341,Princess, ,15,12,54,37,No rank,111321691,2,78553552,196383879,392767758,196383879,78553552,0,2024-01-19,3927677584,29596626,48.8,0
2,160,3911090561,Solsha,263,wizard,181,Thekillers, ,19,4,No rank,No rank,No rank,8612933,36,78221811,195554528,391109056,195554528,78221811,0,2024-01-19,3911090561,46183649,76.2,0
1,161,3906151930,Jacks,263,warrior,338,Suicide Sq, ,23,15,No rank,67,No rank,0,0,78123039,195307596,390615193,195307596,78123039,0,2024-01-19,3906151930,51122280,84.3,0
15,162,3895149033,Aquasachet,262,warrior,402,A Qu A, ,14,10,37,23,No rank,0,0,77902981,194757452,389514903,194757452,77902981,0,2024-01-19,3895149033,2171707,3.6,0
33,163,3893867622,Trunks,262,wizard,376,L A N L A, ,18,9,43,18,No rank,113475823,3,77877352,194693381,389386762,194693381,77877352,0,2024-01-19,3893867622,3453118,5.8,0
2,164,3893059544,Aries,262,warrior,301,Pau Mole, ,20,16,No rank,99,No rank,0,0,77861191,194652977,389305954,194652977,77861191,0,2024-01-19,3893059544,4261196,7.1,0
36,165,3891242053,Duyung,262,warrior,378,Alcatraz, ,16,13,27,15,No rank,3956790,30,77824841,194562103,389124205,194562103,77824841,0,2024-01-19,3891242053,6078687,10.1,0
9,166,3884961572,Strainnnn,262,warrior,517, , ,6,5,1,1,No rank,0,0,77699231,194248079,388496157,194248079,77699231,0,2024-01-19,3884961572,12359168,20.6,0
1,167,3874966825,Fioletanka,262,warrior,320,Sri Gala, ,24,16,No rank,92,No rank,102755498,9,77499336,193748341,387496682,193748341,77499336,0,2024-01-19,3874966825,22353915,37.3,0
36,168,3870893639,Btx,262,wizard,302,Princess, ,17,4,100,33,No rank,111321691,2,77417873,193544682,387089364,193544682,77417873,0,2024-01-19,3870893639,26427101,44.1,0
9,169,3866057655,Evilclouds,262,warrior,314,New Born, ,7,6,No rank,70,No rank,43573161,13,77321153,193302883,386605766,193302883,77321153,0,2024-01-19,3866057655,31263085,52.1,0
37,170,3858153942,Greenbull,262,warrior,312,F A K E, ,12,9,87,51,No rank,20192254,6,77163079,192907697,385815394,192907697,77163079,0,2024-01-19,3858153942,39166798,65.3,0
35,171,3849238664,Rkrd,262,wizard,428,Br Comanda, ,12,3,8,4,No rank,17502651,7,76984773,192461933,384923866,192461933,76984773,0,2024-01-19,3849238664,48082076,80.2,0
2,172,3848967083,Slavyan,262,warrior,193,Thekillers, ,21,17,No rank,No rank,No rank,8612933,36,76979342,192448354,384896708,192448354,76979342,0,2024-01-19,3848967083,48353657,80.7,0
35,173,3843923121,Ghostrose,262,warrior,311, , ,13,10,55,31,No rank,0,0,76878462,192196156,384392312,192196156,76878462,0,2024-01-19,3843923121,53397619,89.1,0
1,174,3842511765,Yanyan,262,wizard,329,The Best,5,25,9,No rank,49,99,0,0,76850235,192125588,384251176,192125588,76850235,0,2024-01-19,3842511765,54808975,91.4,0
1,175,3829772910,Malwarx,261,warrior,311,Dead End, ,26,17,No rank,No rank,No rank,21901493,35,76595458,191488646,382977291,191488646,76595458,0,2024-01-19,3829772910,8278200,14.0,0
2,176,3813541839,Oyster,261,wizard,461,Gothsterz, ,22,5,9,3,No rank,859851517,1,76270837,190677092,381354184,190677092,76270837,0,2024-01-19,3813541839,24509271,41.4,0
9,177,3811055624,Loveriddle,261,warrior,346,New Born, ,8,7,57,30,No rank,43573161,13,76221112,190552781,381105562,190552781,76221112,0,2024-01-19,3811055624,26995486,45.5,0
23,178,3807971086,Unique,261,warrior,300,Angkor Kh, ,11,9,No rank,No rank,No rank,41856276,12,76159422,190398554,380797109,190398554,76159422,0,2024-01-19,3807971086,30080024,50.8,0
11,179,3806698977,Fenie,261,wizard,358,Holy Nitro, ,12,4,No rank,43,No rank,35234136,18,76133980,190334949,380669898,190334949,76133980,0,2024-01-19,3806698977,31352133,52.9,0
2,180,3797438435,Illlll,261,warrior,361,Pau Mole, ,23,18,56,37,No rank,0,0,75948769,189871922,379743844,189871922,75948769,0,2024-01-19,3797438435,40612675,68.5,0
33,181,3793184396,Xalvador,261,warrior,488,Texas, ,19,10,5,5,No rank,548214731,1,75863688,189659220,379318440,189659220,75863688,0,2024-01-19,3793184396,44866714,75.7,0
32,182,3784012227,Celsi,261,warrior,300,Militaryw8, ,10,7,No rank,No rank,No rank,115005099,6,75680245,189200611,378401223,189200611,75680245,0,2024-01-19,3784012227,54038883,91.2,0
9,183,3769988451,Gyomei,260,warrior,336,D A M A I, ,9,8,76,39,No rank,96204444,6,75399769,188499423,376998845,188499423,75399769,0,2024-01-19,3769988451,9471649,16.2,0
36,184,3767486332,Ivy,260,wizard,347,Damai, ,18,5,47,16,No rank,12028180,16,75349727,188374317,376748633,188374317,75349727,0,2024-01-19,3767486332,11973768,20.4,0
33,185,3766957114,Earthlife,260,wizard,447,Texas, ,20,10,12,3,No rank,548214731,1,75339142,188347856,376695711,188347856,75339142,0,2024-01-19,3766957114,12502986,21.3,0
32,186,3764541987,Boii,260,warrior,454,Militaryw8, ,11,8,10,6,No rank,115005099,6,75290840,188227099,376454199,188227099,75290840,0,2024-01-19,3764541987,14918113,25.5,0
34,187,3759140110,Hypervenom,260,warrior,275,Game Over, ,14,11,80,53,No rank,48111925,6,75182802,187957006,375914011,187957006,75182802,0,2024-01-19,3759140110,20319990,34.7,0
11,188,3757654868,Eliewar,260,warrior,295,5atu, ,13,9,No rank,No rank,No rank,0,0,75153097,187882743,375765487,187882743,75153097,0,2024-01-19,3757654868,21805232,37.2,0
2,189,3753682536,Merliim,260,wizard,292,R T F, ,24,6,No rank,77,No rank,45275170,11,75073651,187684127,375368254,187684127,75073651,0,2024-01-19,3753682536,25777564,44.0,0
32,190,3753534055,Truelove,260,wizard,456,Militaryw8, ,12,4,9,3,No rank,115005099,6,75070681,187676703,375353406,187676703,75070681,0,2024-01-19,3753534055,25926045,44.2,0
1,191,3752238711,Changyi,260,wizard,327,Rev0lution, ,27,10,No rank,53,No rank,45506149,17,75044774,187611936,375223871,187611936,75044774,0,2024-01-19,3752238711,27221389,46.5,0
1,192,3750342221,Yaqami,260,wizard,253,T6tiau, ,28,11,No rank,No rank,No rank,33030886,22,75006844,187517111,375034222,187517111,75006844,0,2024-01-19,3750342221,29117879,49.7,0
11,193,3739133235,Rseven,260,warrior,378,Holy Nitro, ,14,10,68,38,No rank,35234136,18,74782665,186956662,373913324,186956662,74782665,0,2024-01-19,3739133235,40326865,68.8,0
1,194,3731310665,Trance,260,wizard,370,The Best, ,29,12,67,27,No rank,0,0,74626213,186565533,373131066,186565533,74626213,0,2024-01-19,3731310665,48149435,82.2,0
2,195,3728971614,Jialin,260,warrior,316,Friend, ,25,19,No rank,77,No rank,0,0,74579432,186448581,372897161,186448581,74579432,0,2024-01-19,3728971614,50488486,86.2,0
32,196,3717853498,Zvin,259,warrior,357,Militaryw8, ,13,9,78,54,No rank,115005099,6,74357070,185892675,371785350,185892675,74357070,0,2024-01-19,3717853498,3689012,6.4,0
36,197,3717791335,Goldberg,259,wizard,306,Alcatraz, ,19,6,95,31,No rank,3956790,30,74355827,185889567,371779134,185889567,74355827,0,2024-01-19,3717791335,3751175,6.5,0
37,198,3714020329,Bossjoo,259,warrior,302,H Y D R A, ,13,10,No rank,64,No rank,81994266,3,74280407,185701016,371402033,185701016,74280407,0,2024-01-19,3714020329,7522181,13.0,0
9,199,3707015309,Hanum,259,warrior,246,Peacenowar, ,10,9,No rank,No rank,No rank,95001852,7,74140306,185350765,370701531,185350765,74140306,0,2024-01-19,3707015309,14527201,25.1,0
7,200,3702795184,Rajanerble,259,warrior,318,Barumain, ,5,4,80,50,No rank,0,0,74055904,185139759,370279518,185139759,74055904,0,2024-01-19,3702795184,18747326,32.4,0
36,201,3701377489,Bty,259,warrior,440,Princess, ,20,14,5,5,No rank,111321691,2,74027550,185068874,370137749,185068874,74027550,0,2024-01-19,3701377489,20165021,34.8,0
33,202,3695021763,Kuicii,259,wizard,352,8 Dewa,15,21,11,52,22,19,156051651,2,73900435,184751088,369502176,184751088,73900435,0,2024-01-19,3695021763,26520747,45.8,0
34,203,3692690831,Miura,259,warrior,233,Game Over, ,15,12,No rank,97,No rank,48111925,6,73853817,184634542,369269083,184634542,73853817,0,2024-01-19,3692690831,28851679,49.8,0
15,204,3690001625,Mcsot,259,warrior,307,Deadlysinz, ,15,11,No rank,No rank,No rank,36420969,17,73800032,184500081,369000162,184500081,73800032,0,2024-01-19,3690001625,31540885,54.5,0
15,205,3684153094,Cornan,259,warrior,359,Hakka, ,16,12,92,58,No rank,464833013,2,73683062,184207655,368415309,184207655,73683062,0,2024-01-19,3684153094,37389416,64.6,0
11,206,3677593347,Nielz,259,warrior,373,No Excuse, ,15,11,78,43,No rank,10601161,50,73551867,183879667,367759335,183879667,73551867,0,2024-01-19,3677593347,43949163,75.9,0
2,207,3675850422,Mrpaoz,259,warrior,406,Avatar War, ,26,20,26,17,No rank,566030220,2,73517008,183792521,367585042,183792521,73517008,0,2024-01-19,3675850422,45692088,78.9,0
37,208,3671208867,Mrwen,259,wizard,517, , ,14,4,2,1,No rank,0,0,73424177,183560443,367120887,183560443,73424177,0,2024-01-19,3671208867,50333643,86.9,0
1,209,3668209573,Kens,259,warrior,288,Suicide Sq, ,30,18,No rank,No rank,No rank,0,0,73364191,183410479,366820957,183410479,73364191,0,2024-01-19,3668209573,53332937,92.1,0
1,210,3667372905,Deepeyes,259,wizard,439,Sri Gala, ,31,13,19,10,No rank,102755498,9,73347458,183368645,366737290,183368645,73347458,0,2024-01-19,3667372905,54169605,93.5,0
33,211,3665209354,Enigma,259,warrior,408,E Class, ,22,11,27,17,No rank,38334335,6,73304187,183260468,366520935,183260468,73304187,0,2024-01-19,3665209354,56333156,97.3,0
15,212,3659099721,Osamu,258,warrior,394,Deadlysinz, ,17,13,45,27,No rank,36420969,17,73181994,182954986,365909972,182954986,73181994,0,2024-01-19,3659099721,5193439,9.1,0
34,213,3655016319,Legendzy,258,warrior,378,Game Over, ,16,13,18,12,No rank,48111925,6,73100326,182750816,365501632,182750816,73100326,0,2024-01-19,3655016319,9276841,16.2,0
15,214,3651686208,Chrisjon,258,warrior,317,Kawasaki,20,18,14,No rank,No rank,9,166138253,6,73033724,182584310,365168621,182584310,73033724,0,2024-01-19,3651686208,12606952,22.0,0
1,215,3650001898,Hitachi,258,warrior,378,Suicide Sq, ,32,19,56,33,No rank,0,0,73000038,182500095,365000190,182500095,73000038,0,2024-01-19,3650001898,14291262,25.0,0
32,216,3646610057,Soulcans,258,wizard,421,I Am Fine, ,14,5,23,8,No rank,713848785,1,72932201,182330503,364661006,182330503,72932201,0,2024-01-19,3646610057,17683103,30.9,0
33,217,3645136689,Goldstar,258,warrior,225,8 Dewa,10,23,12,No rank,No rank,29,156051651,2,72902734,182256834,364513669,182256834,72902734,0,2024-01-19,3645136689,19156471,33.5,0
1,218,3638294676,Vois,258,wizard,324,T6tiau, ,33,14,No rank,57,No rank,33030886,22,72765894,181914734,363829468,181914734,72765894,0,2024-01-19,3638294676,25998484,45.4,0
37,219,3636955484,Mrbun,258,warrior,321,Full House, ,15,11,69,43,No rank,6162444,16,72739110,181847774,363695548,181847774,72739110,0,2024-01-19,3636955484,27337676,47.8,0
1,220,3633546132,Youzhen,258,warrior,237,T6tiau, ,34,20,No rank,No rank,No rank,33030886,22,72670923,181677307,363354613,181677307,72670923,0,2024-01-19,3633546132,30747028,53.7,0
2,221,3633361010,Zida,258,warrior,212,Thekillers, ,27,21,No rank,No rank,No rank,8612933,36,72667220,181668050,363336101,181668050,72667220,0,2024-01-19,3633361010,30932150,54.0,0
23,222,3632718666,Quinzy,258,wizard,335,The Last, ,12,3,98,38,No rank,10067606,37,72654373,181635933,363271867,181635933,72654373,0,2024-01-19,3632718666,31574494,55.2,0
2,223,3630316884,Killerzin,258,wizard,327,Pau Mole, ,28,7,No rank,42,No rank,0,0,72606338,181515844,363031688,181515844,72606338,0,2024-01-19,3630316884,33976276,59.3,0
15,224,3629473456,Vot,258,warrior,234,Leqendary, ,19,15,No rank,No rank,No rank,0,0,72589469,181473673,362947346,181473673,72589469,0,2024-01-19,3629473456,34819704,60.8,0
36,225,3616619277,Omburhan,258,warrior,350,Happiness, ,21,15,41,27,No rank,47141704,4,72332386,180830964,361661928,180830964,72332386,0,2024-01-19,3616619277,47673883,83.3,0
37,226,3616436708,Redface,258,warrior,307,H Y D R A, ,16,12,98,59,No rank,81994266,3,72328734,180821835,361643671,180821835,72328734,0,2024-01-19,3616436708,47856452,83.6,0
1,227,3613117577,Carlsberg,258,warrior,312,W I N E, ,35,21,No rank,No rank,No rank,0,0,72262352,180655879,361311758,180655879,72262352,0,2024-01-19,3613117577,51175583,89.4,0
32,228,3612198768,Chiku,258,wizard,422,Javanesse, ,15,6,22,7,No rank,316044660,3,72243975,180609938,361219877,180609938,72243975,0,2024-01-19,3612198768,52094392,91.0,0
15,229,3605302305,Megaways,257,warrior,253,All Of One, ,20,16,No rank,No rank,No rank,20901316,23,72106046,180265115,360530230,180265115,72106046,0,2024-01-19,3605302305,2404585,4.2,0
1,230,3605019174,Beepop,257,warrior,424,Sri Gala, ,36,22,24,13,No rank,102755498,9,72100383,180250959,360501917,180250959,72100383,0,2024-01-19,3605019174,2687716,4.7,0
37,231,3598960091,Jayner,257,warrior,487,H Y D R A, ,17,13,3,2,No rank,81994266,3,71979202,179948005,359896009,179948005,71979202,0,2024-01-19,3598960091,8746799,15.5,0
11,232,3590588169,Richestman,257,warrior,366,Lovenlive, ,16,12,88,52,No rank,438317429,1,71811763,179529408,359058817,179529408,71811763,0,2024-01-19,3590588169,17118721,30.3,0
34,233,3589298183,Vienna,257,warrior,313,Asgard, ,17,14,52,37,No rank,81839505,4,71785964,179464909,358929818,179464909,71785964,0,2024-01-19,3589298183,18408707,32.5,0
37,234,3569372865,Kaido,257,wizard,320,F A K E, ,18,5,72,29,No rank,20192254,6,71387457,178468643,356937286,178468643,71387457,0,2024-01-19,3569372865,38334025,67.7,0
2,235,3565833681,Yasuna,257,wizard,323,R T F, ,29,8,No rank,46,No rank,45275170,11,71316674,178291684,356583368,178291684,71316674,0,2024-01-19,3565833681,41873209,74.0,0
9,236,3560620711,Renzyy,257,wizard,326,The Hero, ,11,2,97,45,No rank,441282249,1,71212414,178031036,356062071,178031036,71212414,0,2024-01-19,3560620711,47086179,83.2,0
37,237,3558555749,Ezarol,257,wizard,308,B L U E, ,19,6,94,38,No rank,243342,95,71171115,177927787,355855575,177927787,71171115,0,2024-01-19,3558555749,49151141,86.9,0
15,238,3550490525,Heroin,256,wizard,301,Deadlysinz, ,21,5,No rank,99,No rank,36420969,17,71009810,177524526,355049052,177524526,71009810,0,2024-01-19,3550490525,1288035,2.3,0
36,239,3548793704,Rizalkingz,256,warrior,331,Asal, ,22,16,67,48,No rank,1136690,44,70975874,177439685,354879370,177439685,70975874,0,2024-01-19,3548793704,2984856,5.3,0
11,240,3548750358,Kingbruz,256,warrior,415,Lovenlive, ,17,13,22,16,No rank,438317429,1,70975007,177437518,354875036,177437518,70975007,0,2024-01-19,3548750358,3028202,5.4,0
1,241,3546757059,Chivas,256,warrior,436,W I N E, ,37,23,20,10,No rank,0,0,70935141,177337853,354675706,177337853,70935141,0,2024-01-19,3546757059,5021501,9.0,0
2,242,3539222800,Angkalz,256,warrior,283,Dream Team, ,30,22,No rank,No rank,No rank,186655044,4,70784456,176961140,353922280,176961140,70784456,0,2024-01-19,3539222800,12555760,22.4,0
37,243,3537877664,Sheluv,256,warrior,226,Top Gun, ,20,14,No rank,No rank,No rank,7741777,15,70757553,176893883,353787766,176893883,70757553,0,2024-01-19,3537877664,13900896,24.9,0
11,244,3532541844,Bolg,256,warrior,424,Pvp Arena, ,18,14,18,12,No rank,0,0,70650837,176627092,353254184,176627092,70650837,0,2024-01-19,3532541844,19236716,34.4,0
1,245,3529975186,Maylovebr,256,wizard,501,Akatsuk, ,38,15,2,1,No rank,44011303,18,70599504,176498759,352997519,176498759,70599504,0,2024-01-19,3529975186,21803374,39.0,0
1,246,3527707783,Wizard,256,wizard,151,The Best, ,39,16,No rank,No rank,No rank,0,0,70554156,176385389,352770778,176385389,70554156,0,2024-01-19,3527707783,24070777,43.0,0
1,247,3525666336,Febriyan,256,warrior,298,Suicide Sq, ,40,24,No rank,No rank,No rank,0,0,70513327,176283317,352566634,176283317,70513327,0,2024-01-19,3525666336,26112224,46.7,0
1,248,3520719337,Amazing,256,wizard,127,The Best, ,41,17,No rank,No rank,No rank,0,0,70414387,176035967,352071934,176035967,70414387,0,2024-01-19,3520719337,31059223,55.5,0
1,249,3516907961,Qiqi,256,warrior,422,Sri Gala, ,42,25,26,15,No rank,102755498,9,70338159,175845398,351690796,175845398,70338159,0,2024-01-19,3516907961,34870599,62.3,0
2,250,3509879411,Illlllllll,256,warrior,305,Pau Mole, ,31,23,No rank,92,No rank,0,0,70197588,175493971,350987941,175493971,70197588,0,2024-01-19,3509879411,41899149,74.9,0
9,251,3507150278,Pfizer,256,warrior,357,M V P, ,12,10,43,22,No rank,13915659,35,70143006,175357514,350715028,175357514,70143006,0,2024-01-19,3507150278,44628282,79.8,0
11,252,3503234071,Eliewizz,256,wizard,354,5atu, ,19,5,No rank,46,No rank,0,0,70064681,175161704,350323407,175161704,70064681,0,2024-01-19,3503234071,48544489,86.8,0
15,253,3499330357,Brother,256,warrior,293,Night Sect, ,22,17,No rank,No rank,No rank,0,0,69986607,174966518,349933036,174966518,69986607,0,2024-01-19,3499330357,52448203,93.8,0
9,254,3492470238,Binancez,255,warrior,381,D A M A I, ,13,11,26,12,No rank,96204444,6,69849405,174623512,349247024,174623512,69849405,0,2024-01-19,3492470238,4032812,7.3,0
15,255,3482262134,Nextworks,255,wizard,424,Deadlysinz, ,23,6,20,7,No rank,36420969,17,69645243,174113107,348226213,174113107,69645243,0,2024-01-19,3482262134,14240916,25.8,0
36,256,3481360582,Raveen,255,warrior,368,Rudeboyz, ,23,17,31,19,No rank,12366203,15,69627212,174068029,348136058,174068029,69627212,0,2024-01-19,3481360582,15142468,27.4,0
32,257,3475199684,Psychopat,255,warrior,347, ,5,16,10,93,62,67,0,0,69503994,173759984,347519968,173759984,69503994,0,2024-01-19,3475199684,21303366,38.5,0
2,258,3469947958,Athithsama,255,wizard,239,Friendlove, ,32,9,No rank,No rank,No rank,0,0,69398959,173497398,346994796,173497398,69398959,0,2024-01-19,3469947958,26555092,48.0,0
32,259,3468840542,Mozter,255,warrior,409,Haoxiangni, ,17,11,27,18,No rank,134602058,5,69376811,173442027,346884054,173442027,69376811,0,2024-01-19,3468840542,27662508,50.0,0
32,260,3461779647,Brochu,255,warrior,387,Haoxiangni, ,18,12,44,30,No rank,134602058,5,69235593,173088982,346177965,173088982,69235593,0,2024-01-19,3461779647,34723403,62.8,0
2,261,3458444738,Dreiklord,255,wizard,361,Brazil Top, ,33,10,58,21,No rank,277979883,3,69168895,172922237,345844474,172922237,69168895,0,2024-01-19,3458444738,38058312,68.9,0
23,262,3457392311,Tevada,255,wizard,366,Angkor Kh, ,13,4,53,17,No rank,41856276,12,69147846,172869616,345739231,172869616,69147846,0,2024-01-19,3457392311,39110739,70.8,0
15,263,3453255008,Voxcy,255,wizard,415, , ,24,7,27,8,No rank,0,0,69065100,172662750,345325501,172662750,69065100,0,2024-01-19,3453255008,43248042,78.2,0
