World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank,In Arena,PVP Premium,PVP Free,Insurance 50%,Insurance 80%,Insurance 100%,Date Today,Exp Points,Exp to Up,% to Up,ExpPoints Difference
38,4272,49713275,Angela,89,wizard,91, , ,No rank,47,No rank,62,No rank,0,0,994266,2485664,4971328,2485664,994266,0,2024-01-19,49713275,1469735,62.5,0
15,4273,49511158,Wirellesa,89,warrior,95,Admiral,0,No rank,No rank,No rank,No rank,11,0,0,990223,2475558,4951116,2475558,990223,0,2024-01-19,49511158,1671852,71.1,0
15,4274,49482462,Azzahraac,89,warrior,30,Y O U,20,No rank,No rank,No rank,No rank,6,396899359,3,989649,2474123,4948246,2474123,989649,0,2024-01-19,49482462,1700548,72.3,0
38,4275,49477336,Boyen,89,warrior,78,Masterplay,15,No rank,No rank,No rank,No rank,12,597565,26,989547,2473867,4947734,2473867,989547,0,2024-01-19,49477336,1705674,72.5,0
7,4276,49211072,Fxiz,89,warrior,162,C C C P,1,No rank,No rank,No rank,No rank,100,2366688,83,984221,2460554,4921107,2460554,984221,0,2024-01-19,49211072,1971938,83.9,0
7,4277,48958002,Mzquincy,89,wizard,56, ,5,No rank,No rank,No rank,No rank,57,0,0,979160,2447900,4895800,2447900,979160,0,2024-01-19,48958002,2225008,94.6,0
38,4278,48712956,Bruxao,88,wizard,85,Losgrandes, ,No rank,48,No rank,72,No rank,4680345,9,974259,2435648,4871296,2435648,974259,0,2024-01-19,48712956,197004,8.7,0
38,4279,48279295,Beatrix,88,warrior,139,Thungsim, ,No rank,No rank,97,79,No rank,18428470,3,965586,2413965,4827930,2413965,965586,0,2024-01-19,48279295,630665,27.7,0
33,4280,47943662,Ana,88,warrior,63,L A N L A,10,No rank,No rank,No rank,No rank,46,113475823,3,958873,2397183,4794366,2397183,958873,0,2024-01-19,47943662,966298,42.5,0
38,4281,47520231,Chopper,88,wizard,27, , ,No rank,49,No rank,No rank,No rank,0,0,950405,2376012,4752023,2376012,950405,0,2024-01-19,47520231,1389729,61.1,0
32,4282,47384976,Zazi,88,warrior,58, ,5,No rank,No rank,No rank,No rank,66,0,0,947700,2369249,4738498,2369249,947700,0,2024-01-19,47384976,1524984,67.1,0
38,4283,46834746,Snoop,88,wizard,57,Self Good, ,No rank,50,No rank,No rank,No rank,787296,22,936695,2341737,4683475,2341737,936695,0,2024-01-19,46834746,2075214,91.3,0
2,4284,45589832,Buyut,87,wizard,115, ,15,No rank,No rank,No rank,No rank,16,0,0,911797,2279492,4558983,2279492,911797,0,2024-01-19,45589832,1123658,51.2,0
38,4285,45587385,Yagura,87,wizard,71, , ,No rank,51,No rank,87,No rank,0,0,911748,2279369,4558738,2279369,911748,0,2024-01-19,45587385,1126105,51.3,0
15,4286,45369912,Azzahraab,87,warrior,29,Y O U,20,No rank,No rank,No rank,No rank,8,396899359,3,907398,2268496,4536991,2268496,907398,0,2024-01-19,45369912,1343578,61.2,0
33,4287,45229903,Swordman,87,warrior,53,Venice,10,No rank,No rank,No rank,No rank,37,4161950,37,904598,2261495,4522990,2261495,904598,0,2024-01-19,45229903,1483587,67.5,0
36,4288,44888874,Arkann,87,warrior,77,Midgard,15,No rank,No rank,No rank,No rank,16,460038,64,897777,2244444,4488887,2244444,897777,0,2024-01-19,44888874,1824616,83.1,0
38,4289,44326595,Lao,86,wizard,105,E V I L, ,No rank,52,No rank,46,No rank,68923,60,886532,2216330,4432660,2216330,886532,0,2024-01-19,44326595,265265,12.5,0
38,4290,43747287,Casi,86,wizard,80,Indo Pride, ,No rank,53,No rank,77,No rank,623146,25,874946,2187364,4374729,2187364,874946,0,2024-01-19,43747287,844573,39.8,0
7,4291,43721673,Nrngtoukta,86,wizard,144,Baboonbomb,1,No rank,No rank,No rank,No rank,94,0,0,874433,2186084,4372167,2186084,874433,0,2024-01-19,43721673,870187,41.0,0
38,4292,43419998,Mimi,86,wizard,91,Spears, ,No rank,54,No rank,60,No rank,19649346,1,868400,2171000,4342000,2171000,868400,0,2024-01-19,43419998,1171862,55.2,0
38,4293,42532967,Kingwiz,85,wizard,39,Indo Pride, ,No rank,55,No rank,No rank,No rank,623146,25,850659,2126648,4253297,2126648,850659,0,2024-01-19,42532967,10383,0.5,0
38,4294,42301140,Icha,85,warrior,158,Spears, ,No rank,No rank,73,60,No rank,19649346,1,846023,2115057,4230114,2115057,846023,0,2024-01-19,42301140,242210,11.8,0
38,4295,41968370,Hidayat,85,warrior,51,H3avymet4l,15,No rank,No rank,No rank,No rank,11,14666,79,839367,2098418,4196837,2098418,839367,0,2024-01-19,41968370,574980,28.1,0
38,4296,41851817,Ldking,85,wizard,89,Losgrandes, ,No rank,56,No rank,67,No rank,4680345,9,837036,2092591,4185182,2092591,837036,0,2024-01-19,41851817,691533,33.8,0
23,4297,41659686,Gvc,85,warrior,66, ,5,No rank,No rank,No rank,No rank,86,0,0,833194,2082984,4165969,2082984,833194,0,2024-01-19,41659686,883664,43.1,0
37,4298,40366765,Gkillerz,84,warrior,61,Bubukang,5,No rank,No rank,No rank,No rank,81,529141,65,807335,2018338,4036676,2018338,807335,0,2024-01-19,40366765,199495,10.1,0
38,4299,39394066,Mrwiz,84,wizard,103,Spears, ,No rank,57,No rank,49,No rank,19649346,1,787881,1969703,3939407,1969703,787881,0,2024-01-19,39394066,1172194,59.3,0
2,4300,39271371,Mavikurt,84,warrior,125, ,5,No rank,No rank,No rank,No rank,65,0,0,785427,1963569,3927137,1963569,785427,0,2024-01-19,39271371,1294889,65.5,0
38,4301,38906109,Lach,84,warrior,209,48 Pyrland, ,No rank,No rank,17,16,No rank,280844,41,778122,1945305,3890611,1945305,778122,0,2024-01-19,38906109,1660151,84.0,0
38,4302,38326838,Ansis,83,wizard,43,H3avymet4l, ,No rank,58,No rank,No rank,No rank,14666,79,766537,1916342,3832684,1916342,766537,0,2024-01-19,38326838,332072,17.4,0
38,4303,38270898,Jesper,83,wizard,110,Masterplay, ,No rank,59,No rank,38,No rank,597565,26,765418,1913545,3827090,1913545,765418,0,2024-01-19,38270898,388012,20.3,0
9,4304,37965154,Kego,83,warrior,102, ,5,No rank,No rank,No rank,No rank,53,0,0,759303,1898258,3796515,1898258,759303,0,2024-01-19,37965154,693756,36.4,0
38,4305,37912269,Malot,83,wizard,60,Thungsim, ,No rank,60,No rank,No rank,No rank,18428470,3,758245,1895613,3791227,1895613,758245,0,2024-01-19,37912269,746641,39.1,0
38,4306,37321450,Beruang,83,warrior,131, , ,No rank,No rank,No rank,91,No rank,0,0,746429,1866072,3732145,1866072,746429,0,2024-01-19,37321450,1337460,70.1,0
38,4307,36966992,Ran,83,wizard,118,Pilipin4s, ,No rank,61,No rank,31,No rank,6820921,7,739340,1848350,3696699,1848350,739340,0,2024-01-19,36966992,1691918,88.7,0
1,4308,36453289,Fenita,82,wizard,99, ,0,No rank,No rank,No rank,No rank,25,0,0,729066,1822664,3645329,1822664,729066,0,2024-01-19,36453289,366351,19.9,0
38,4309,35088924,Bruxo,82,wizard,130,Losgrandes, ,No rank,62,No rank,23,No rank,4680345,9,701778,1754446,3508892,1754446,701778,0,2024-01-19,35088924,1730716,94.1,0
38,4310,34878799,Hiyori,81,wizard,26, , ,No rank,63,No rank,No rank,No rank,0,0,697576,1743940,3487880,1743940,697576,0,2024-01-19,34878799,168011,9.5,0
23,4311,34669923,Clearmen,81,warrior,92,4 You,5,No rank,No rank,No rank,No rank,74,0,0,693398,1733496,3466992,1733496,693398,0,2024-01-19,34669923,376887,21.3,0
7,4312,34506457,Israfil,81,warrior,95,Barumain,15,No rank,No rank,No rank,No rank,24,0,0,690129,1725323,3450646,1725323,690129,0,2024-01-19,34506457,540353,30.5,0
7,4313,34209884,Jrjackvll,81,warrior,146,Can Win,5,No rank,No rank,No rank,No rank,91,0,0,684198,1710494,3420988,1710494,684198,0,2024-01-19,34209884,836926,47.2,0
38,4314,34093840,Belike,81,warrior,134,Indo Pride, ,No rank,No rank,No rank,87,No rank,623146,25,681877,1704692,3409384,1704692,681877,0,2024-01-19,34093840,952970,53.8,0
38,4315,34074753,Kangg,81,wizard,135,Super Hero, ,No rank,64,No rank,20,No rank,414503,36,681495,1703738,3407475,1703738,681495,0,2024-01-19,34074753,972057,54.8,0
36,4316,33680287,Fenadielt,81,warrior,105,A 1 M,15,No rank,No rank,No rank,No rank,17,117919,92,673606,1684014,3368029,1684014,673606,0,2024-01-19,33680287,1366523,77.1,0
38,4317,33662084,Tarkillerr,81,wizard,45,Team Work, ,No rank,65,No rank,No rank,No rank,7055650,6,673242,1683104,3366208,1683104,673242,0,2024-01-19,33662084,1384726,78.1,0
23,4318,33385822,Trakingzin,81,wizard,106, ,5,No rank,No rank,No rank,No rank,88,0,0,667716,1669291,3338582,1669291,667716,0,2024-01-19,33385822,1660988,93.7,0
38,4319,33349576,Lysi,81,wizard,45,R M C, ,No rank,66,No rank,No rank,No rank,227470,45,666992,1667479,3334958,1667479,666992,0,2024-01-19,33349576,1697234,95.7,0
38,4320,33278117,Guardiola,80,wizard,30, , ,No rank,67,No rank,No rank,No rank,0,0,665562,1663906,3327812,1663906,665562,0,2024-01-19,33278117,60683,3.6,0
38,4321,31876075,Snapdragon,80,wizard,70,Thungsim, ,No rank,68,No rank,91,No rank,18428470,3,637522,1593804,3187608,1593804,637522,0,2024-01-19,31876075,1462725,85.6,0
11,4322,31809283,Temon,80,warrior,132,Black Jack,0,No rank,No rank,No rank,No rank,60,0,0,636186,1590464,3180928,1590464,636186,0,2024-01-19,31809283,1529517,89.5,0
38,4323,31781554,Cassy,80,wizard,54,Pilipin4s, ,No rank,69,No rank,No rank,No rank,6820921,7,635631,1589078,3178155,1589078,635631,0,2024-01-19,31781554,1557246,91.2,0
9,4324,29841584,Maves,78,wizard,45,Royalmist,5,No rank,No rank,No rank,No rank,89,252761506,2,596832,1492079,2984158,1492079,596832,0,2024-01-19,29841584,269276,17.0,0
37,4325,29601796,Angelkim,78,warrior,66,Lovenlive,5,No rank,No rank,No rank,No rank,44,13304386,9,592036,1480090,2960180,1480090,592036,0,2024-01-19,29601796,509064,32.2,0
38,4326,28940278,Emanuel,78,wizard,25,Dead End, ,No rank,70,No rank,No rank,No rank,646037,24,578806,1447014,2894028,1447014,578806,0,2024-01-19,28940278,1170582,73.9,0
38,4327,28655933,Extreme,78,wizard,85,Thungsim, ,No rank,71,No rank,73,No rank,18428470,3,573119,1432797,2865593,1432797,573119,0,2024-01-19,28655933,1454927,91.9,0
2,4328,28238057,Palirmo,77,wizard,65,Over Lord,5,No rank,No rank,No rank,No rank,67,0,0,564761,1411903,2823806,1411903,564761,0,2024-01-19,28238057,349733,23.0,0
7,4329,28132997,Leeshoji,77,warrior,26,Fantasy X,10,No rank,No rank,No rank,No rank,45,3390779,71,562660,1406650,2813300,1406650,562660,0,2024-01-19,28132997,454793,29.9,0
38,4330,27940336,Gab,77,wizard,117,Pilipin4s, ,No rank,72,No rank,34,No rank,6820921,7,558807,1397017,2794034,1397017,558807,0,2024-01-19,27940336,647454,42.5,0
38,4331,27486115,Hornig,77,wizard,68, , ,No rank,73,No rank,95,No rank,0,0,549722,1374306,2748612,1374306,549722,0,2024-01-19,27486115,1101675,72.3,0
38,4332,26651916,Carmilla,76,wizard,78,R M C, ,No rank,74,No rank,81,No rank,227470,45,533038,1332596,2665192,1332596,533038,0,2024-01-19,26651916,471344,32.2,0
9,4333,26377815,Rulsmokers,76,wizard,50, ,5,No rank,No rank,No rank,No rank,51,0,0,527556,1318891,2637782,1318891,527556,0,2024-01-19,26377815,745445,50.9,0
38,4334,25732165,Muggy,76,wizard,80,Masterplay, ,No rank,75,No rank,78,No rank,597565,26,514643,1286608,2573216,1286608,514643,0,2024-01-19,25732165,1391095,95.0,0
33,4335,25378802,Obito,75,wizard,41,D E V I L,5,No rank,No rank,No rank,No rank,71,737382,85,507576,1268940,2537880,1268940,507576,0,2024-01-19,25378802,336948,23.9,0
38,4336,24754247,Deeznuts,75,wizard,45,K I N G, ,No rank,76,No rank,No rank,No rank,4888017,8,495085,1237712,2475425,1237712,495085,0,2024-01-19,24754247,961503,68.3,0
38,4337,24599590,Yve,75,wizard,59,El Kontol, ,No rank,77,No rank,No rank,No rank,0,0,491992,1229980,2459959,1229980,491992,0,2024-01-19,24599590,1116160,79.3,0
15,4338,24475408,Gerandong,75,warrior,59,I T E M,5,No rank,No rank,No rank,No rank,80,0,0,489508,1223770,2447541,1223770,489508,0,2024-01-19,24475408,1240342,88.1,0
38,4339,23862140,Lucrevor,74,wizard,108,Team Work, ,No rank,78,No rank,41,No rank,7055650,6,477243,1193107,2386214,1193107,477243,0,2024-01-19,23862140,501620,37.1,0
38,4340,23351307,Xingyen,74,wizard,118,Indo Pride, ,No rank,79,No rank,32,No rank,623146,25,467026,1167565,2335131,1167565,467026,0,2024-01-19,23351307,1012453,74.9,0
38,4341,23338287,Edith,74,wizard,121,Team Work, ,No rank,80,No rank,30,No rank,7055650,6,466766,1166914,2333829,1166914,466766,0,2024-01-19,23338287,1025473,75.8,0
38,4342,21585934,Frengkyszo,72,wizard,99,Thungsim, ,No rank,81,No rank,51,No rank,18428470,3,431719,1079297,2158593,1079297,431719,0,2024-01-19,21585934,234506,18.8,0
37,4343,21519779,Guerreira,72,warrior,40, ,10,No rank,No rank,No rank,No rank,32,0,0,430396,1075989,2151978,1075989,430396,0,2024-01-19,21519779,300661,24.1,0
36,4344,20795281,Zayloz,72,warrior,60,A 1 M,10,No rank,No rank,No rank,No rank,46,117919,92,415906,1039764,2079528,1039764,415906,0,2024-01-19,20795281,1025159,82.3,0
36,4345,20330056,Majesty,71,warrior,98, ,0,No rank,No rank,No rank,No rank,1,0,0,406601,1016503,2033006,1016503,406601,0,2024-01-19,20330056,296154,24.8,0
15,4346,20229339,Cyejadian,71,warrior,80,I T E M,5,No rank,No rank,No rank,No rank,79,0,0,404587,1011467,2022934,1011467,404587,0,2024-01-19,20229339,396871,33.2,0
34,4347,19878713,Nefertari,71,wizard,178, , ,No rank,No rank,No rank,94,No rank,0,0,397574,993936,1987871,993936,397574,0,2024-01-19,19878713,747497,62.6,0
37,4348,19870669,Mrbo,71,warrior,66,Sumsel,15,No rank,No rank,No rank,No rank,18,817005,49,397413,993533,1987067,993533,397413,0,2024-01-19,19870669,755541,63.3,0
33,4349,19838450,Mayami,71,wizard,60,L A N L A,15,No rank,No rank,No rank,No rank,12,113475823,3,396769,991922,1983845,991922,396769,0,2024-01-19,19838450,787760,66.0,0
1,4350,19693251,Lexuz,71,warrior,52,Sri Gala,5,No rank,No rank,No rank,No rank,82,102755498,9,393865,984663,1969325,984663,393865,0,2024-01-19,19693251,932959,78.1,0
1,4351,19652752,Razorbvd,71,wizard,138,Shikari,5,No rank,No rank,No rank,No rank,96,0,0,393055,982638,1965275,982638,393055,0,2024-01-19,19652752,973458,81.5,0
38,4352,19361505,Frost,70,warrior,62,K I N G,5,No rank,No rank,No rank,No rank,56,4888017,8,387230,968075,1936150,968075,387230,0,2024-01-19,19361505,120195,10.5,0
11,4353,19213494,Powerfult,70,warrior,74, ,5,No rank,No rank,No rank,No rank,62,0,0,384270,960675,1921349,960675,384270,0,2024-01-19,19213494,268206,23.4,0
38,4354,18751012,Hy,70,wizard,42, , ,No rank,82,No rank,No rank,No rank,0,0,375020,937551,1875101,937551,375020,0,2024-01-19,18751012,730688,63.8,0
38,4355,18682271,Afunz,70,wizard,44,Thungsim, ,No rank,83,No rank,No rank,No rank,18428470,3,373645,934114,1868227,934114,373645,0,2024-01-19,18682271,799429,69.8,0
38,4356,18568342,Retaka,70,wizard,49, , ,No rank,84,No rank,No rank,No rank,0,0,371367,928417,1856834,928417,371367,0,2024-01-19,18568342,913358,79.8,0
38,4357,18524186,Pkdelas,70,wizard,63,Losgrandes, ,No rank,85,No rank,100,No rank,4680345,9,370484,926209,1852419,926209,370484,0,2024-01-19,18524186,957514,83.7,0
38,4358,18431374,Congkhui,70,warrior,147,Sifasan, ,No rank,No rank,86,71,No rank,166290,51,368627,921569,1843137,921569,368627,0,2024-01-19,18431374,1050326,91.8,0
36,4359,18161599,Schumbxg,69,warrior,99,Rudeboyz,15,No rank,No rank,No rank,No rank,20,12366203,15,363232,908080,1816160,908080,363232,0,2024-01-19,18161599,223911,20.4,0
36,4360,17688913,Jagara,69,warrior,28,Candy Land,5,No rank,No rank,No rank,No rank,51,0,0,353778,884446,1768891,884446,353778,0,2024-01-19,17688913,696597,63.5,0
38,4361,17651479,Zererbrs,69,wizard,41,Invictus, ,No rank,86,No rank,No rank,No rank,1187978,18,353030,882574,1765148,882574,353030,0,2024-01-19,17651479,734031,67.0,0
33,4362,17445498,Goldfish,69,wizard,71,8 Dewa,20,No rank,No rank,No rank,No rank,6,156051651,2,348910,872275,1744550,872275,348910,0,2024-01-19,17445498,940012,85.8,0
35,4363,17261197,Athiam,68,wizard,334, , ,No rank,No rank,41,20,No rank,0,0,345224,863060,1726120,863060,345224,0,2024-01-19,17261197,75063,7.2,0
2,4364,16904166,Leeeess,68,wizard,66,Mr T E A M,5,No rank,No rank,No rank,No rank,60,7019680,38,338083,845208,1690417,845208,338083,0,2024-01-19,16904166,432094,41.2,0
15,4365,16238454,Shitmean,67,wizard,90,Y O U,20,No rank,No rank,No rank,No rank,10,396899359,3,324769,811923,1623845,811923,324769,0,2024-01-19,16238454,94136,9.4,0
1,4366,16212716,Parousia,67,wizard,80,World 1,5,No rank,No rank,No rank,No rank,97,16031423,45,324254,810636,1621272,810636,324254,0,2024-01-19,16212716,119874,11.9,0
23,4367,16111113,Hunterwiz,67,wizard,310, , ,No rank,No rank,No rank,64,No rank,0,0,322222,805556,1611111,805556,322222,0,2024-01-19,16111113,221477,22.1,0
38,4368,15798637,Elaina,67,wizard,94,S U C K S, ,No rank,87,No rank,56,No rank,335072,38,315973,789932,1579864,789932,315973,0,2024-01-19,15798637,533953,53.2,0
7,4369,15695787,Ringgo,67,warrior,90, ,5,No rank,No rank,No rank,No rank,53,0,0,313916,784789,1569579,784789,313916,0,2024-01-19,15695787,636803,63.4,0
38,4370,15197796,Suditos,66,warrior,184,Invictus, ,No rank,No rank,40,33,No rank,1187978,18,303956,759890,1519780,759890,303956,0,2024-01-19,15197796,175364,18.3,0
38,4371,14886297,Rikz,66,wizard,104, , ,No rank,88,No rank,48,No rank,0,0,297726,744315,1488630,744315,297726,0,2024-01-19,14886297,486863,50.7,0
38,4372,14521860,Tsqattrin,66,wizard,85,Thungsim, ,No rank,89,No rank,70,No rank,18428470,3,290437,726093,1452186,726093,290437,0,2024-01-19,14521860,851300,88.7,0
9,4373,14296412,Ckrozs,65,warrior,50,Demex,10,No rank,No rank,No rank,No rank,30,0,0,285928,714821,1429641,714821,285928,0,2024-01-19,14296412,160238,17.5,0
38,4374,13970374,Migo,65,wizard,89,Team Work, ,No rank,90,No rank,66,No rank,7055650,6,279407,698519,1397037,698519,279407,0,2024-01-19,13970374,486276,53.1,0
38,4375,13861731,Blackwiz,65,wizard,48, , ,No rank,91,No rank,No rank,No rank,0,0,277235,693087,1386173,693087,277235,0,2024-01-19,13861731,594919,64.9,0
38,4376,13740132,Arkin,65,wizard,55,Spears, ,No rank,92,No rank,No rank,No rank,19649346,1,274803,687007,1374013,687007,274803,0,2024-01-19,13740132,716518,78.2,0
36,4377,13609871,Baybienoy,65,wizard,103, ,10,No rank,No rank,No rank,No rank,35,0,0,272197,680494,1360987,680494,272197,0,2024-01-19,13609871,846779,92.4,0
15,4378,13491190,Bbymiznah,64,wizard,55, ,5,No rank,No rank,No rank,No rank,84,0,0,269824,674560,1349119,674560,269824,0,2024-01-19,13491190,90570,10.4,0
1,4379,13406657,Squarez,64,warrior,62,S T A R,5,No rank,No rank,No rank,No rank,81,0,0,268133,670333,1340666,670333,268133,0,2024-01-19,13406657,175103,20.0,0
38,4380,13053518,Uta,64,wizard,88,Self Good, ,No rank,93,No rank,68,No rank,787296,22,261070,652676,1305352,652676,261070,0,2024-01-19,13053518,528242,60.4,0
1,4381,13045123,Umend,64,warrior,54,Koc4k,15,No rank,No rank,No rank,No rank,24,0,0,260902,652256,1304512,652256,260902,0,2024-01-19,13045123,536637,61.3,0
32,4382,12813777,Muhmmdftrr,64,warrior,66, ,5,No rank,No rank,No rank,No rank,70,0,0,256276,640689,1281378,640689,256276,0,2024-01-19,12813777,767983,87.8,0
38,4383,12193052,Narkorba,63,wizard,40, , ,No rank,94,No rank,No rank,No rank,0,0,243861,609653,1219305,609653,243861,0,2024-01-19,12193052,554158,66.4,0
37,4384,12038908,Itach,63,warrior,48, ,10,No rank,No rank,No rank,No rank,37,0,0,240778,601945,1203891,601945,240778,0,2024-01-19,12038908,708302,84.9,0
38,4385,11954752,Perkasa,63,warrior,130,West Java, ,No rank,No rank,No rank,97,No rank,1577851,14,239095,597738,1195475,597738,239095,0,2024-01-19,11954752,792458,95.0,0
2,4386,11840540,Xiaodi,62,wizard,58,Chinese Ll,10,No rank,No rank,No rank,No rank,33,0,0,236811,592027,1184054,592027,236811,0,2024-01-19,11840540,111200,14.0,0
38,4387,11627559,Violet,62,wizard,53,Spears, ,No rank,95,No rank,No rank,No rank,19649346,1,232551,581378,1162756,581378,232551,0,2024-01-19,11627559,324181,40.8,0
38,4388,11438268,Nayla,62,wizard,57,H3avymet4l,20,No rank,96,No rank,No rank,6,14666,79,228765,571913,1143827,571913,228765,0,2024-01-19,11438268,513472,64.5,0
38,4389,11428550,Deaths,62,wizard,59,No Mercy, ,No rank,97,No rank,No rank,No rank,19574144,2,228571,571428,1142855,571428,228571,0,2024-01-19,11428550,523190,65.8,0
38,4390,11361316,Lx,62,wizard,54,King Unity, ,No rank,98,No rank,No rank,No rank,7321548,5,227226,568066,1136132,568066,227226,0,2024-01-19,11361316,590424,74.2,0
38,4391,11246146,Godofmagic,62,wizard,55,Team Work, ,No rank,99,No rank,No rank,No rank,7055650,6,224923,562307,1124615,562307,224923,0,2024-01-19,11246146,705594,88.7,0
38,4392,11233585,Kingsyn,62,wizard,54,Thungsim, ,No rank,100,No rank,No rank,No rank,18428470,3,224672,561679,1123358,561679,224672,0,2024-01-19,11233585,718155,90.3,0
23,4393,11229404,Nightboyz,62,wizard,43,St Zin Ha,2,No rank,No rank,No rank,No rank,71,0,0,224588,561470,1122940,561470,224588,0,2024-01-19,11229404,722336,90.8,0
37,4394,10857311,Sxz,61,wizard,28,Full House,10,No rank,No rank,No rank,No rank,24,6162444,16,217146,542866,1085731,542866,217146,0,2024-01-19,10857311,336799,44.5,0
7,4395,10814358,Kaytzy,61,wizard,86, ,5,No rank,No rank,No rank,No rank,88,0,0,216287,540718,1081436,540718,216287,0,2024-01-19,10814358,379752,50.1,0
7,4396,10750237,Chiikaro,61,warrior,22,Fantasy X,5,No rank,No rank,No rank,No rank,61,3390779,71,215005,537512,1075024,537512,215005,0,2024-01-19,10750237,443873,58.6,0
38,4397,10722438,Rename,61,wizard,83,Spears, ,No rank,No rank,No rank,75,No rank,19649346,1,214449,536122,1072244,536122,214449,0,2024-01-19,10722438,471672,62.3,0
38,4398,10611204,Exotic,61,wizard,95, , ,No rank,No rank,No rank,55,No rank,0,0,212224,530560,1061120,530560,212224,0,2024-01-19,10611204,582906,76.9,0
37,4399,10549378,Fala,61,warrior,127,Evos,5,No rank,No rank,No rank,No rank,76,948400,46,210988,527469,1054938,527469,210988,0,2024-01-19,10549378,644732,85.1,0
